gene,disease,category,mol_id,max_phase,VDR_score,GR_score,VDR_dominant,VDR_repro,GR_repro
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1091,2.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1200908,2.0,56.91,9.43,True,0.2,0.1891891891891892
HRH1,"Dermatitis, Atopic",skin,CHEMBL998,1.0,140.89,65.51,True,0.4,0.4324324324324324
OPRD1,"Dermatitis, Atopic",skin,CHEMBL19019,1.0,0.0,24.67,False,0.0,0.081081081081081
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1683,4.0,56.91,9.43,True,0.2,0.1891891891891892
TACR1,"Dermatitis, Atopic",skin,CHEMBL3544984,3.0,0.0,0.0,False,0.0,0.1891891891891892
TSLP,"Dermatitis, Atopic",skin,CHEMBL3707229,2.0,23.96,3.11,True,0.2,0.1351351351351351
HRH2,"Dermatitis, Atopic",skin,CHEMBL30,3.0,26.08,45.03,False,0.1,0.081081081081081
NR3C1,"Dermatitis, Atopic",skin,CHEMBL389621,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1501,2.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,CHEMBL650,4.0,56.91,9.43,True,0.2,0.1891891891891892
IGHE,"Dermatitis, Atopic",skin,CHEMBL2109452,1.0,3.22,11.14,False,0.1,0.054054054054054
INPP5D,"Dermatitis, Atopic",skin,CHEMBL3989954,2.0,179.9,33.08,True,0.4,0.1891891891891892
AHR,"Dermatitis, Atopic",skin,CHEMBL259571,3.0,0.0,67.78,False,0.0,0.3513513513513513
CNR2,"Dermatitis, Atopic",skin,CHEMBL2019090,2.0,39.16,29.54,True,0.2,0.2162162162162162
JAK1,"Dermatitis, Atopic",skin,CHEMBL4297477,2.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Dermatitis, Atopic",skin,CHEMBL4297477,2.0,20.2,73.07,False,0.3,0.3783783783783784
JAK2,"Dermatitis, Atopic",skin,CHEMBL4297507,2.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Dermatitis, Atopic",skin,CHEMBL4297507,2.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Dermatitis, Atopic",skin,CHEMBL4297507,2.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Dermatitis, Atopic",skin,CHEMBL4297507,2.0,10.18,31.66,False,0.1,0.2162162162162162
IL31RA,"Dermatitis, Atopic",skin,CHEMBL4297794,3.0,6.13,59.84,False,0.2,0.2162162162162162
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1504,2.0,56.91,9.43,True,0.2,0.1891891891891892
IL1A,"Dermatitis, Atopic",skin,CHEMBL2109653,2.0,75.78,18.7,True,0.1,0.054054054054054
S1PR1,"Dermatitis, Atopic",skin,CHEMBL3358920,2.0,6.26,29.35,False,0.4,0.2702702702702703
IL33,"Dermatitis, Atopic",skin,CHEMBL4297580,2.0,0.0,3.73,False,0.0,0.054054054054054
JAK1,"Dermatitis, Atopic",skin,CHEMBL4594275,2.0,12.81,85.48,False,0.2,0.2972972972972973
JAK2,"Dermatitis, Atopic",skin,CHEMBL4594275,2.0,21.27,62.01,False,0.2,0.2432432432432432
JAK3,"Dermatitis, Atopic",skin,CHEMBL4594275,2.0,10.18,31.66,False,0.1,0.2162162162162162
TYK2,"Dermatitis, Atopic",skin,CHEMBL4594275,2.0,20.2,73.07,False,0.3,0.3783783783783784
SYK,"Dermatitis, Atopic",skin,CHEMBL4594275,2.0,55.92,6.88,True,0.4,0.2432432432432432
TNFRSF4,"Dermatitis, Atopic",skin,CHEMBL4594546,2.0,0.0,193.04,False,0.0,0.4054054054054054
TNFRSF4,"Dermatitis, Atopic",skin,CHEMBL4594567,3.0,0.0,193.04,False,0.0,0.4054054054054054
TNFSF4,"Dermatitis, Atopic",skin,CHEMBL4594569,3.0,3.38,22.64,False,0.5,0.5405405405405406
IL33,"Dermatitis, Atopic",skin,CHEMBL4594594,2.0,0.0,3.73,False,0.0,0.054054054054054
IL5RA,"Dermatitis, Atopic",skin,CHEMBL1742991,2.0,20.35,61.24,False,0.2,0.3783783783783784
IL33,"Dermatitis, Atopic",skin,CHEMBL4650487,2.0,0.0,3.73,False,0.0,0.054054054054054
JAK2,"Dermatitis, Atopic",skin,CHEMBL1795071,1.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Dermatitis, Atopic",skin,CHEMBL1795071,1.0,12.81,85.48,False,0.2,0.2972972972972973
CHRM3,"Dermatitis, Atopic",skin,CHEMBL2134724,4.0,11.74,0.0,True,0.2,0.054054054054054
SLC6A2,"Dermatitis, Atopic",skin,CHEMBL1628234,4.0,0.0,0.0,False,0.0,0.027027027027027
HRH1,"Dermatitis, Atopic",skin,CHEMBL1200750,4.0,140.89,65.51,True,0.4,0.4324324324324324
NR3C1,"Dermatitis, Atopic",skin,CHEMBL989,4.0,56.91,9.43,True,0.2,0.1891891891891892
JAK2,"Dermatitis, Atopic",skin,CHEMBL2103743,1.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Dermatitis, Atopic",skin,CHEMBL2103743,1.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Dermatitis, Atopic",skin,CHEMBL2103743,1.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Dermatitis, Atopic",skin,CHEMBL2103743,1.0,10.18,31.66,False,0.1,0.2162162162162162
SIGLEC8,"Dermatitis, Atopic",skin,CHEMBL4297878,2.0,15.57,0.0,True,0.1,0.027027027027027
BTK,"Dermatitis, Atopic",skin,CHEMBL3702854,2.0,209.73,65.13,True,0.4,0.2432432432432432
FKBP1A,"Dermatitis, Atopic",skin,CHEMBL3989887,4.0,10.99,52.01,False,0.2,0.3243243243243243
RARA,Psoriasis,skin,CHEMBL1131,4.0,34.13,242.19,False,0.4,0.3243243243243243
RARB,Psoriasis,skin,CHEMBL1131,4.0,0.0,89.36,False,0.0,0.1351351351351351
TNF,Psoriasis,skin,CHEMBL1201580,4.0,36.86,19.49,True,0.1,0.1081081081081081
CD2,Psoriasis,skin,CHEMBL1201571,3.0,0.0,12.29,False,0.0,0.054054054054054
VDR,Psoriasis,skin,CHEMBL1200666,4.0,30.94,15.24,True,0.4,0.1621621621621621
VDR,Psoriasis,skin,CHEMBL846,4.0,30.94,15.24,True,0.4,0.1621621621621621
NR3C1,Psoriasis,skin,CHEMBL1159650,4.0,56.91,9.43,True,0.2,0.1891891891891892
VDR,Psoriasis,skin,CHEMBL1200810,2.0,30.94,15.24,True,0.4,0.1621621621621621
TNF,Psoriasis,skin,CHEMBL1201572,4.0,36.86,19.49,True,0.1,0.1081081081081081
TNF,Psoriasis,skin,CHEMBL1201581,4.0,36.86,19.49,True,0.1,0.1081081081081081
RARB,Psoriasis,skin,CHEMBL1657,4.0,0.0,89.36,False,0.0,0.1351351351351351
RARA,Psoriasis,skin,CHEMBL1657,4.0,34.13,242.19,False,0.4,0.3243243243243243
PPIA,Psoriasis,skin,CHEMBL160,4.0,17.44,7.85,True,0.5,0.4324324324324324
RARA,Psoriasis,skin,CHEMBL464,4.0,34.13,242.19,False,0.4,0.3243243243243243
RARB,Psoriasis,skin,CHEMBL464,4.0,0.0,89.36,False,0.0,0.1351351351351351
NR3C1,Psoriasis,skin,CHEMBL1200908,4.0,56.91,9.43,True,0.2,0.1891891891891892
DHFR,Psoriasis,skin,CHEMBL34259,4.0,33.89,42.56,False,0.6,0.3513513513513513
NR3C1,Psoriasis,skin,CHEMBL1161,2.0,56.91,9.43,True,0.2,0.1891891891891892
SLC6A2,Psoriasis,skin,CHEMBL1201156,2.0,0.0,0.0,False,0.0,0.027027027027027
SLC6A4,Psoriasis,skin,CHEMBL1201156,2.0,4.7,0.0,True,0.1,0.1081081081081081
IL17A,Psoriasis,skin,CHEMBL1743068,4.0,0.0,0.0,False,0.0,0.0
NR3C1,Psoriasis,skin,CHEMBL632,3.0,56.91,9.43,True,0.2,0.1891891891891892
DRD2,Psoriasis,skin,CHEMBL1200854,2.0,0.0,3.32,False,0.1,0.081081081081081
RARA,Psoriasis,skin,CHEMBL705,2.0,34.13,242.19,False,0.4,0.3243243243243243
RARB,Psoriasis,skin,CHEMBL705,2.0,0.0,89.36,False,0.0,0.1351351351351351
NR3C1,Psoriasis,skin,CHEMBL1766,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Psoriasis,skin,CHEMBL1200384,4.0,56.91,9.43,True,0.2,0.1891891891891892
KEAP1,Psoriasis,skin,CHEMBL2107333,4.0,17.93,41.8,False,0.6,0.4594594594594595
NR3C1,Psoriasis,skin,CHEMBL384467,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Psoriasis,skin,CHEMBL635,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Psoriasis,skin,CHEMBL2021430,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Psoriasis,skin,CHEMBL131,4.0,56.91,9.43,True,0.2,0.1891891891891892
VDR,Psoriasis,skin,CHEMBL3989862,3.0,30.94,15.24,True,0.4,0.1621621621621621
TNF,Psoriasis,skin,CHEMBL1201831,3.0,36.86,19.49,True,0.1,0.1081081081081081
IL17A,Psoriasis,skin,CHEMBL1743034,4.0,0.0,0.0,False,0.0,0.0
CD80,Psoriasis,skin,CHEMBL1201823,2.0,11.29,0.0,True,0.0,0.2972972972972973
CD86,Psoriasis,skin,CHEMBL1201823,2.0,26.86,18.65,True,0.1,0.027027027027027
MAPK14,Psoriasis,skin,CHEMBL1230065,2.0,34.95,69.51,False,0.5,0.5405405405405406
PPP3CA,Psoriasis,skin,CHEMBL5314379,3.0,141.59,11.37,True,0.6,0.2972972972972973
CD2,Psoriasis,skin,CHEMBL2108742,2.0,0.0,12.29,False,0.0,0.054054054054054
S1PR1,Psoriasis,skin,CHEMBL1096146,2.0,6.26,29.35,False,0.4,0.2702702702702703
JAK2,Psoriasis,skin,CHEMBL3137308,2.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,Psoriasis,skin,CHEMBL3137308,2.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,Psoriasis,skin,CHEMBL3137308,2.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,Psoriasis,skin,CHEMBL3137308,2.0,10.18,31.66,False,0.1,0.2162162162162162
JAK1,Psoriasis,skin,CHEMBL3301606,2.0,12.81,85.48,False,0.2,0.2972972972972973
CD3E,Psoriasis,skin,CHEMBL1743078,1.0,0.0,14.1,False,0.0,0.027027027027027
IL1A,Psoriasis,skin,CHEMBL2109653,2.0,75.78,18.7,True,0.1,0.054054054054054
CSF2,Psoriasis,skin,CHEMBL1743044,2.0,20.08,203.2,False,0.2,0.1351351351351351
MAP3K1,Psoriasis,skin,CHEMBL1097999,2.0,13.84,101.77,False,0.2,0.3513513513513513
MAP2K1,Psoriasis,skin,CHEMBL1097999,2.0,31.2,348.07,False,0.5,0.7567567567567568
KIT,Psoriasis,skin,CHEMBL1908391,2.0,21.29,137.44,False,0.3,0.3513513513513513
FGFR3,Psoriasis,skin,CHEMBL1908391,2.0,21.59,21.82,False,0.1,0.1081081081081081
PDGFRA,Psoriasis,skin,CHEMBL1908391,2.0,4.42,134.3,False,0.2,0.2702702702702703
PDGFRB,Psoriasis,skin,CHEMBL1908391,2.0,0.0,30.47,False,0.0,0.2162162162162162
DRD2,Psoriasis,skin,CHEMBL1200951,2.0,0.0,3.32,False,0.1,0.081081081081081
IL22,Psoriasis,skin,CHEMBL1743017,1.0,0.0,0.0,False,0.0,0.0
JAK2,Psoriasis,skin,CHEMBL2105759,2.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,Psoriasis,skin,CHEMBL2105759,2.0,12.81,85.48,False,0.2,0.2972972972972973
NTRK2,Psoriasis,skin,CHEMBL603469,2.0,4.45,0.0,True,0.1,0.1081081081081081
JAK2,Psoriasis,skin,CHEMBL603469,2.0,21.27,62.01,False,0.2,0.2432432432432432
NTRK3,Psoriasis,skin,CHEMBL603469,2.0,0.0,10.04,False,0.0,0.081081081081081
FLT3,Psoriasis,skin,CHEMBL603469,2.0,8.72,45.79,False,0.1,0.1351351351351351
RET,Psoriasis,skin,CHEMBL603469,2.0,3.91,27.19,False,0.1,0.0
NTRK1,Psoriasis,skin,CHEMBL603469,2.0,10.46,79.17,False,0.4,0.2432432432432432
IL17RA,Psoriasis,skin,CHEMBL1742996,4.0,28.82,33.51,False,0.3,0.3243243243243243
CYP26A1,Psoriasis,skin,CHEMBL459505,2.0,5.39,9.63,False,0.2,0.2702702702702703
HRH2,Psoriasis,skin,CHEMBL902,1.0,26.08,45.03,False,0.1,0.081081081081081
NR3C1,Psoriasis,skin,CHEMBL1497,1.0,56.91,9.43,True,0.2,0.1891891891891892
NTRK1,Psoriasis,skin,CHEMBL4297182,2.0,10.46,79.17,False,0.4,0.2432432432432432
IL15,Psoriasis,skin,CHEMBL2109467,2.0,31.5,27.81,True,0.5,0.2972972972972973
HRH4,Psoriasis,skin,CHEMBL1915540,2.0,6.54,0.0,True,0.1,0.0
VDR,Psoriasis,skin,CHEMBL2104955,2.0,30.94,15.24,True,0.4,0.1621621621621621
IFNAR1,Psoriasis,skin,CHEMBL2108508,1.0,18.05,43.92,False,0.3,0.2432432432432432
S1PR5,Psoriasis,skin,CHEMBL3707374,2.0,5.07,15.94,False,0.1,0.2162162162162162
S1PR4,Psoriasis,skin,CHEMBL3707374,2.0,0.0,27.15,False,0.1,0.2432432432432432
S1PR1,Psoriasis,skin,CHEMBL3707374,2.0,6.26,29.35,False,0.4,0.2702702702702703
JAK1,Psoriasis,skin,CHEMBL3655081,2.0,12.81,85.48,False,0.2,0.2972972972972973
VDR,Psoriasis,skin,CHEMBL2105705,2.0,30.94,15.24,True,0.4,0.1621621621621621
NR3C1,Psoriasis,skin,CHEMBL2103876,1.0,56.91,9.43,True,0.2,0.1891891891891892
VDR,Psoriasis,skin,CHEMBL1042,2.0,30.94,15.24,True,0.4,0.1621621621621621
ADORA3,Psoriasis,skin,CHEMBL113,1.0,43.73,24.52,True,0.4,0.2162162162162162
ADORA1,Psoriasis,skin,CHEMBL113,1.0,0.0,198.31,False,0.0,0.2432432432432432
ADORA2A,Psoriasis,skin,CHEMBL113,1.0,2.81,2.2,True,0.1,0.1081081081081081
NR3C1,Psoriasis,skin,CHEMBL1200386,1.0,56.91,9.43,True,0.2,0.1891891891891892
IMPDH1,Psoriasis,skin,CHEMBL1456,2.0,22.26,39.69,False,0.2,0.3513513513513513
MAPK14,Psoriasis,skin,CHEMBL103667,2.0,34.95,69.51,False,0.5,0.5405405405405406
PTH1R,Psoriasis,skin,CHEMBL2108078,1.0,47.2,234.52,False,0.3,0.3783783783783784
IFNG,Psoriasis,skin,CHEMBL2109450,1.0,0.0,2.58,False,0.0,0.1351351351351351
JAK1,Psoriasis,skin,CHEMBL3622820,2.0,12.81,85.48,False,0.2,0.2972972972972973
SNAP25,Psoriasis,skin,CHEMBL1201574,1.0,0.0,131.76,False,0.0,0.2702702702702703
NR3C1,Psoriasis,skin,CHEMBL389621,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Psoriasis,skin,CHEMBL1683,1.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Psoriasis,skin,CHEMBL1451,2.0,56.91,9.43,True,0.2,0.1891891891891892
PTH1R,Psoriasis,skin,CHEMBL1201549,2.0,47.2,234.52,False,0.3,0.3783783783783784
CD4,Psoriasis,skin,CHEMBL1743083,2.0,0.0,0.0,False,0.0,0.027027027027027
CD28,Psoriasis,skin,CHEMBL2109250,1.0,0.0,54.88,False,0.0,0.1081081081081081
ICOSLG,Psoriasis,skin,CHEMBL2109249,1.0,0.0,0.0,False,0.0,0.0
CASP1,Psoriasis,skin,CHEMBL2107819,2.0,0.0,0.0,False,0.0,0.054054054054054
IL20,Psoriasis,skin,CHEMBL3301580,1.0,0.0,30.05,False,0.0,0.1621621621621621
ADORA3,Psoriasis,skin,CHEMBL3989873,3.0,43.73,24.52,True,0.4,0.2162162162162162
AHR,Psoriasis,skin,CHEMBL259571,4.0,0.0,67.78,False,0.0,0.3513513513513513
CD40,Psoriasis,skin,CHEMBL3990028,2.0,4.92,18.96,False,0.3,0.1351351351351351
EGFR,Psoriasis,skin,CHEMBL2087361,2.0,11.86,370.19,False,0.2,0.4864864864864865
CD14,Psoriasis,skin,CHEMBL4297333,2.0,207.55,155.41,True,0.5,0.3243243243243243
TLR2,Psoriasis,skin,CHEMBL4297333,2.0,11.37,12.71,False,0.2,0.1081081081081081
SIRT1,Psoriasis,skin,CHEMBL4297436,2.0,41.02,239.18,False,0.5,0.4594594594594595
JAK1,Psoriasis,skin,CHEMBL4297477,2.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,Psoriasis,skin,CHEMBL4297477,2.0,20.2,73.07,False,0.3,0.3783783783783784
IL17A,Psoriasis,skin,CHEMBL4297686,2.0,0.0,0.0,False,0.0,0.0
IL17F,Psoriasis,skin,CHEMBL4297700,4.0,0.0,0.0,False,0.0,0.027027027027027
IL17A,Psoriasis,skin,CHEMBL4297700,4.0,0.0,0.0,False,0.0,0.0
SELPLG,Psoriasis,skin,CHEMBL4297861,2.0,7.43,127.73,False,0.3,0.5135135135135135
IL17A,Psoriasis,skin,CHEMBL4297926,1.0,0.0,0.0,False,0.0,0.0
LGALS3,Psoriasis,skin,CHEMBL4297577,2.0,2.41,34.77,False,0.3,0.1891891891891892
IL17F,Psoriasis,skin,CHEMBL4298023,2.0,0.0,0.0,False,0.0,0.027027027027027
IL17A,Psoriasis,skin,CHEMBL4298023,2.0,0.0,0.0,False,0.0,0.0
IL17A,Psoriasis,skin,CHEMBL4298102,3.0,0.0,0.0,False,0.0,0.0
OPRD1,Psoriasis,skin,CHEMBL19019,1.0,0.0,24.67,False,0.0,0.081081081081081
NR3C1,Psoriasis,skin,CHEMBL1501,0.5,56.91,9.43,True,0.2,0.1891891891891892
JAK2,Psoriasis,skin,CHEMBL4297507,2.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,Psoriasis,skin,CHEMBL4297507,2.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,Psoriasis,skin,CHEMBL4297507,2.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,Psoriasis,skin,CHEMBL4297507,2.0,10.18,31.66,False,0.1,0.2162162162162162
PIK3CD,Psoriasis,skin,CHEMBL4297648,1.0,13.67,23.02,False,0.3,0.3243243243243243
TLR7,Psoriasis,skin,CHEMBL4297995,2.0,0.0,3.51,False,0.1,0.027027027027027
TLR8,Psoriasis,skin,CHEMBL4297995,2.0,0.0,0.0,False,0.0,0.054054054054054
TLR9,Psoriasis,skin,CHEMBL4297995,2.0,9.84,44.51,False,0.1,0.1621621621621621
TYK2,Psoriasis,skin,CHEMBL4435170,4.0,20.2,73.07,False,0.3,0.3783783783783784
CALCRL,Psoriasis,skin,CHEMBL2178422,2.0,6.77,0.0,True,0.2,0.081081081081081
ROCK2,Psoriasis,skin,CHEMBL2005186,2.0,10.49,58.06,False,0.5,0.4324324324324324
TYK2,Psoriasis,skin,CHEMBL4459585,2.0,20.2,73.07,False,0.3,0.3783783783783784
JAK2,Psoriasis,skin,CHEMBL1795071,2.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,Psoriasis,skin,CHEMBL1795071,2.0,12.81,85.48,False,0.2,0.2972972972972973
NR3C1,Psoriasis,skin,CHEMBL989,4.0,56.91,9.43,True,0.2,0.1891891891891892
RIPK1,Psoriasis,skin,CHEMBL4071864,2.0,18.79,171.22,False,0.5,0.3783783783783784
NR3C1,Psoriasis,skin,CHEMBL1504,2.0,56.91,9.43,True,0.2,0.1891891891891892
DHFR,Psoriasis,skin,CHEMBL3244648,4.0,33.89,42.56,False,0.6,0.3513513513513513
CXCR1,Psoriasis,skin,CHEMBL2103864,2.0,4.96,0.0,True,0.1,0.054054054054054
CXCR2,Psoriasis,skin,CHEMBL2103864,2.0,69.42,8.12,True,0.1,0.054054054054054
TNF,Crohn Disease,GI,CHEMBL1201581,4.0,36.86,19.49,True,0.1,0.1081081081081081
PPAT,Crohn Disease,GI,CHEMBL1200751,3.0,6.72,17.2,False,0.3,0.2432432432432432
PTGS2,Crohn Disease,GI,CHEMBL704,3.0,6.62,3.24,True,0.2,0.1891891891891892
ALOX5,Crohn Disease,GI,CHEMBL704,3.0,3.77,14.06,False,0.1,0.1081081081081081
PPARG,Crohn Disease,GI,CHEMBL704,3.0,11.09,12.78,False,0.1,0.1621621621621621
DHFR,Crohn Disease,GI,CHEMBL34259,3.0,33.89,42.56,False,0.6,0.3513513513513513
ITGB7,Crohn Disease,GI,CHEMBL1743087,4.0,62.27,17.23,True,0.2,0.1621621621621621
CD80,Crohn Disease,GI,CHEMBL1201823,3.0,11.29,0.0,True,0.0,0.2972972972972973
CD86,Crohn Disease,GI,CHEMBL1201823,3.0,26.86,18.65,True,0.1,0.027027027027027
TNF,Crohn Disease,GI,CHEMBL1201580,4.0,36.86,19.49,True,0.1,0.1081081081081081
NR3C1,Crohn Disease,GI,CHEMBL1370,4.0,56.91,9.43,True,0.2,0.1891891891891892
IGF1R,Crohn Disease,GI,CHEMBL1201716,2.0,13.29,64.15,False,0.2,0.2972972972972973
PPAT,Crohn Disease,GI,CHEMBL1542,3.0,6.72,17.2,False,0.3,0.2432432432432432
NR3C1,Crohn Disease,GI,CHEMBL384467,4.0,56.91,9.43,True,0.2,0.1891891891891892
ITGB7,Crohn Disease,GI,CHEMBL1201607,4.0,62.27,17.23,True,0.2,0.1621621621621621
VDR,Crohn Disease,GI,CHEMBL1042,3.0,30.94,15.24,True,0.4,0.1621621621621621
OPRD1,Crohn Disease,GI,CHEMBL19019,2.0,0.0,24.67,False,0.0,0.081081081081081
GLP2R,Crohn Disease,GI,CHEMBL2104987,2.0,0.0,9.98,False,0.0,0.1351351351351351
TNF,Crohn Disease,GI,CHEMBL1201831,4.0,36.86,19.49,True,0.1,0.1081081081081081
NR3C1,Crohn Disease,GI,CHEMBL635,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Crohn Disease,GI,CHEMBL131,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Crohn Disease,GI,CHEMBL2021430,4.0,56.91,9.43,True,0.2,0.1891891891891892
RARB,Crohn Disease,GI,CHEMBL25202,2.0,0.0,89.36,False,0.0,0.1351351351351351
RARA,Crohn Disease,GI,CHEMBL25202,2.0,34.13,242.19,False,0.4,0.3243243243243243
ITGB7,Crohn Disease,GI,CHEMBL1743015,3.0,62.27,17.23,True,0.2,0.1621621621621621
IL17A,Crohn Disease,GI,CHEMBL1743068,2.0,0.0,0.0,False,0.0,0.0
MAPK14,Crohn Disease,GI,CHEMBL2107779,2.0,34.95,69.51,False,0.5,0.5405405405405406
CCR9,Crohn Disease,GI,CHEMBL2178578,2.0,0.0,12.27,False,0.0,0.1081081081081081
TNFSF11,Crohn Disease,GI,CHEMBL1237023,1.0,0.0,0.0,False,0.0,0.1081081081081081
ITGB7,Crohn Disease,GI,CHEMBL3137351,2.0,62.27,17.23,True,0.2,0.1621621621621621
JAK2,Crohn Disease,GI,CHEMBL3301607,3.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,Crohn Disease,GI,CHEMBL3301607,3.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,Crohn Disease,GI,CHEMBL3301607,3.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,Crohn Disease,GI,CHEMBL3301607,3.0,10.18,31.66,False,0.1,0.2162162162162162
IL6,Crohn Disease,GI,CHEMBL1743050,2.0,3.51,56.98,False,0.2,0.1891891891891892
GHR,Crohn Disease,GI,CHEMBL1201621,2.0,57.7,0.0,True,0.3,0.2162162162162162
VDR,Crohn Disease,GI,CHEMBL1536,2.0,30.94,15.24,True,0.4,0.1621621621621621
MMP9,Crohn Disease,GI,CHEMBL3833374,2.0,11.54,71.71,False,0.2,0.2162162162162162
MADCAM1,Crohn Disease,GI,CHEMBL2109511,3.0,277.19,109.23,True,0.5,0.4594594594594595
IL6,Crohn Disease,GI,CHEMBL2108589,2.0,3.51,56.98,False,0.2,0.1891891891891892
S1PR5,Crohn Disease,GI,CHEMBL3707374,2.0,5.07,15.94,False,0.1,0.2162162162162162
S1PR4,Crohn Disease,GI,CHEMBL3707374,2.0,0.0,27.15,False,0.1,0.2432432432432432
S1PR1,Crohn Disease,GI,CHEMBL3707374,2.0,6.26,29.35,False,0.4,0.2702702702702703
CD3E,Crohn Disease,GI,CHEMBL1743020,1.0,0.0,14.1,False,0.0,0.027027027027027
IL13,Crohn Disease,GI,CHEMBL2109465,2.0,3.31,99.09,False,0.2,0.1621621621621621
IL17RA,Crohn Disease,GI,CHEMBL1742996,2.0,28.82,33.51,False,0.3,0.3243243243243243
ADORA3,Crohn Disease,GI,CHEMBL113,1.0,43.73,24.52,True,0.4,0.2162162162162162
ADORA1,Crohn Disease,GI,CHEMBL113,1.0,0.0,198.31,False,0.0,0.2432432432432432
ADORA2A,Crohn Disease,GI,CHEMBL113,1.0,2.81,2.2,True,0.1,0.1081081081081081
MMP8,Crohn Disease,GI,CHEMBL1200699,2.0,3.93,56.14,False,0.2,0.1621621621621621
MMP7,Crohn Disease,GI,CHEMBL1200699,2.0,6.07,39.99,False,0.1,0.1891891891891892
MMP1,Crohn Disease,GI,CHEMBL1200699,2.0,0.0,0.0,False,0.0,0.054054054054054
MMP13,Crohn Disease,GI,CHEMBL1200699,2.0,0.0,13.01,False,0.1,0.1621621621621621
IMPDH1,Crohn Disease,GI,CHEMBL866,2.0,22.26,39.69,False,0.2,0.3513513513513513
NR3C1,Crohn Disease,GI,CHEMBL650,4.0,56.91,9.43,True,0.2,0.1891891891891892
IMPDH1,Crohn Disease,GI,CHEMBL1456,2.0,22.26,39.69,False,0.2,0.3513513513513513
VDR,Crohn Disease,GI,CHEMBL846,1.0,30.94,15.24,True,0.4,0.1621621621621621
PDE5A,Crohn Disease,GI,CHEMBL628,0.5,22.77,7.56,True,0.3,0.2432432432432432
PDE3A,Crohn Disease,GI,CHEMBL628,0.5,11.67,0.0,True,0.1,0.1081081081081081
ADORA2A,Crohn Disease,GI,CHEMBL628,0.5,2.81,2.2,True,0.1,0.1081081081081081
CD3E,Crohn Disease,GI,CHEMBL2108811,2.0,0.0,14.1,False,0.0,0.027027027027027
ESR2,Crohn Disease,GI,CHEMBL450940,1.0,16.18,87.2,False,0.2,0.3783783783783784
HDAC3,Crohn Disease,GI,CHEMBL98,1.0,4.83,49.5,False,0.1,0.1621621621621621
HDAC1,Crohn Disease,GI,CHEMBL98,1.0,53.58,41.17,True,0.3,0.3243243243243243
HDAC6,Crohn Disease,GI,CHEMBL98,1.0,0.0,15.02,False,0.0,0.2162162162162162
HDAC2,Crohn Disease,GI,CHEMBL98,1.0,0.0,20.68,False,0.0,0.1081081081081081
CD52,Crohn Disease,GI,CHEMBL1201587,2.0,9.65,0.0,True,0.2,0.1891891891891892
CSF3R,Crohn Disease,GI,CHEMBL1201567,2.0,137.23,31.13,True,0.3,0.3243243243243243
IFNAR1,Crohn Disease,GI,CHEMBL1201562,2.0,18.05,43.92,False,0.3,0.2432432432432432
MS4A1,Crohn Disease,GI,CHEMBL1201576,1.0,0.0,8.92,False,0.0,0.1351351351351351
CXCL10,Crohn Disease,GI,CHEMBL2109664,2.0,5.29,21.93,False,0.1,0.081081081081081
S1PR5,Crohn Disease,GI,CHEMBL3707247,3.0,5.07,15.94,False,0.1,0.2162162162162162
CNR1,Crohn Disease,GI,CHEMBL190461,2.0,22.58,49.88,False,0.1,0.081081081081081
