gene,disease,category,mol_id,max_phase,VDR_score,GR_score,VDR_dominant,VDR_repro,GR_repro
MAPK14,"Arthritis, Rheumatoid",autoimmune,CHEMBL1088752,2.0,34.95,69.51,False,0.5,0.5405405405405406
MAPK11,"Arthritis, Rheumatoid",autoimmune,CHEMBL1088752,2.0,4.16,27.38,False,0.4,0.4054054054054054
MAPK14,"Arthritis, Rheumatoid",autoimmune,CHEMBL2103838,2.0,34.95,69.51,False,0.5,0.5405405405405406
PPIA,"Arthritis, Rheumatoid",autoimmune,CHEMBL160,4.0,17.44,7.85,True,0.5,0.4324324324324324
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL112,2.0,6.62,3.24,True,0.2,0.1891891891891892
FAAH,"Arthritis, Rheumatoid",autoimmune,CHEMBL112,2.0,9.36,119.53,False,0.1,0.2162162162162162
TRPV1,"Arthritis, Rheumatoid",autoimmune,CHEMBL112,2.0,0.0,0.0,False,0.0,0.027027027027027
LTB4R,"Arthritis, Rheumatoid",autoimmune,CHEMBL1742420,2.0,157.15,54.63,True,0.4,0.1621621621621621
ADORA3,"Arthritis, Rheumatoid",autoimmune,CHEMBL113,1.0,43.73,24.52,True,0.4,0.2162162162162162
ADORA1,"Arthritis, Rheumatoid",autoimmune,CHEMBL113,1.0,0.0,198.31,False,0.0,0.2432432432432432
ADORA2A,"Arthritis, Rheumatoid",autoimmune,CHEMBL113,1.0,2.81,2.2,True,0.1,0.1081081081081081
HRH1,"Arthritis, Rheumatoid",autoimmune,CHEMBL998,1.0,140.89,65.51,True,0.4,0.4324324324324324
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL404108,3.0,6.62,3.24,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL19299,2.0,6.62,3.24,True,0.2,0.1891891891891892
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL650,4.0,56.91,9.43,True,0.2,0.1891891891891892
ACE,"Arthritis, Rheumatoid",autoimmune,CHEMBL1168,2.0,4.76,40.31,False,0.1,0.2702702702702703
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL421,4.0,6.62,3.24,True,0.2,0.1891891891891892
ALOX5,"Arthritis, Rheumatoid",autoimmune,CHEMBL421,4.0,3.77,14.06,False,0.1,0.1081081081081081
MAPK14,"Arthritis, Rheumatoid",autoimmune,CHEMBL103667,2.0,34.95,69.51,False,0.5,0.5405405405405406
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL563,1.0,6.62,3.24,True,0.2,0.1891891891891892
HMGCR,"Arthritis, Rheumatoid",autoimmune,CHEMBL1064,1.0,23.51,34.51,False,0.3,0.3783783783783784
IFNG,"Arthritis, Rheumatoid",autoimmune,CHEMBL2108459,2.0,0.0,2.58,False,0.0,0.1351351351351351
ADAM17,"Arthritis, Rheumatoid",autoimmune,CHEMBL206815,2.0,18.4,195.86,False,0.4,0.4864864864864865
MMP13,"Arthritis, Rheumatoid",autoimmune,CHEMBL206815,2.0,0.0,13.01,False,0.1,0.1621621621621621
PLA2G4A,"Arthritis, Rheumatoid",autoimmune,CHEMBL2104969,1.0,4.45,0.0,True,0.1,0.054054054054054
CD80,"Arthritis, Rheumatoid",autoimmune,CHEMBL1742990,1.0,11.29,0.0,True,0.0,0.2972972972972973
CD86,"Arthritis, Rheumatoid",autoimmune,CHEMBL1742990,1.0,26.86,18.65,True,0.1,0.027027027027027
TNF,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743057,2.0,36.86,19.49,True,0.1,0.1081081081081081
IL15,"Arthritis, Rheumatoid",autoimmune,CHEMBL2109467,2.0,31.5,27.81,True,0.5,0.2972972972972973
PPARG,"Arthritis, Rheumatoid",autoimmune,CHEMBL121,2.0,11.09,12.78,False,0.1,0.1621621621621621
CXCL10,"Arthritis, Rheumatoid",autoimmune,CHEMBL2109664,2.0,5.29,21.93,False,0.1,0.081081081081081
IFNAR1,"Arthritis, Rheumatoid",autoimmune,CHEMBL2364653,2.0,18.05,43.92,False,0.3,0.2432432432432432
MAP2K2,"Arthritis, Rheumatoid",autoimmune,CHEMBL3187723,2.0,11.07,47.1,False,0.3,0.3513513513513513
MAP2K1,"Arthritis, Rheumatoid",autoimmune,CHEMBL3187723,2.0,31.2,348.07,False,0.5,0.7567567567567568
MAPK14,"Arthritis, Rheumatoid",autoimmune,CHEMBL1088750,1.0,34.95,69.51,False,0.5,0.5405405405405406
MAPK14,"Arthritis, Rheumatoid",autoimmune,CHEMBL363648,2.0,34.95,69.51,False,0.5,0.5405405405405406
MAPK14,"Arthritis, Rheumatoid",autoimmune,CHEMBL1090090,2.0,34.95,69.51,False,0.5,0.5405405405405406
JAK1,"Arthritis, Rheumatoid",autoimmune,CHEMBL3622820,2.0,12.81,85.48,False,0.2,0.2972972972972973
JAK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL5315119,4.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Arthritis, Rheumatoid",autoimmune,CHEMBL5315119,4.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL5315119,4.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Arthritis, Rheumatoid",autoimmune,CHEMBL5315119,4.0,10.18,31.66,False,0.1,0.2162162162162162
CSF2,"Arthritis, Rheumatoid",autoimmune,CHEMBL3707325,2.0,20.08,203.2,False,0.2,0.1351351351351351
BTK,"Arthritis, Rheumatoid",autoimmune,CHEMBL3707348,2.0,209.73,65.13,True,0.4,0.2432432432432432
CSF2,"Arthritis, Rheumatoid",autoimmune,CHEMBL2109430,1.0,20.08,203.2,False,0.2,0.1351351351351351
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL521,4.0,6.62,3.24,True,0.2,0.1891891891891892
TLR7,"Arthritis, Rheumatoid",autoimmune,CHEMBL1690,4.0,0.0,3.51,False,0.1,0.027027027027027
TLR9,"Arthritis, Rheumatoid",autoimmune,CHEMBL1690,4.0,9.84,44.51,False,0.1,0.1621621621621621
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL1200804,4.0,6.62,3.24,True,0.2,0.1891891891891892
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1364144,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201081,4.0,56.91,9.43,True,0.2,0.1891891891891892
HRH2,"Arthritis, Rheumatoid",autoimmune,CHEMBL902,4.0,26.08,45.03,False,0.1,0.081081081081081
SYK,"Arthritis, Rheumatoid",autoimmune,CHEMBL3989516,2.0,55.92,6.88,True,0.4,0.2432432432432432
ACE,"Arthritis, Rheumatoid",autoimmune,CHEMBL1200659,2.0,4.76,40.31,False,0.1,0.2702702702702703
HRH1,"Arthritis, Rheumatoid",autoimmune,CHEMBL91397,3.0,140.89,65.51,True,0.4,0.4324324324324324
PTAFR,"Arthritis, Rheumatoid",autoimmune,CHEMBL91397,3.0,9.03,11.99,False,0.2,0.1081081081081081
IMPDH1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1456,1.0,22.26,39.69,False,0.2,0.3513513513513513
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL2107455,3.0,6.62,3.24,True,0.2,0.1891891891891892
MIF,"Arthritis, Rheumatoid",autoimmune,CHEMBL2107455,3.0,25.0,20.4,True,0.2,0.2972972972972973
TRAF3IP2,"Arthritis, Rheumatoid",autoimmune,CHEMBL2107455,3.0,7.8,151.92,False,0.3,0.4594594594594595
KEAP1,"Arthritis, Rheumatoid",autoimmune,CHEMBL2107333,2.0,17.93,41.8,False,0.6,0.4594594594594595
CD52,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201587,1.0,9.65,0.0,True,0.2,0.1891891891891892
CD28,"Arthritis, Rheumatoid",autoimmune,CHEMBL2109250,1.0,0.0,54.88,False,0.0,0.1081081081081081
TNFSF12,"Arthritis, Rheumatoid",autoimmune,CHEMBL2109598,1.0,11.51,11.96,False,0.2,0.2162162162162162
SPP1,"Arthritis, Rheumatoid",autoimmune,CHEMBL2109530,1.0,137.09,6.6,True,0.6,0.2162162162162162
IL20,"Arthritis, Rheumatoid",autoimmune,CHEMBL3301580,2.0,0.0,30.05,False,0.0,0.1621621621621621
BTK,"Arthritis, Rheumatoid",autoimmune,CHEMBL4071161,1.0,209.73,65.13,True,0.4,0.2432432432432432
ADORA3,"Arthritis, Rheumatoid",autoimmune,CHEMBL3989873,3.0,43.73,24.52,True,0.4,0.2162162162162162
IL6R,"Arthritis, Rheumatoid",autoimmune,CHEMBL3833343,2.0,99.59,82.9,True,0.5,0.3783783783783784
CSF1,"Arthritis, Rheumatoid",autoimmune,CHEMBL2109513,1.0,6.09,118.48,False,0.2,0.1891891891891892
GNRHR,"Arthritis, Rheumatoid",autoimmune,CHEMBL3989969,2.0,0.0,0.0,False,0.0,0.027027027027027
TNFSF13B,"Arthritis, Rheumatoid",autoimmune,CHEMBL3990000,1.0,0.0,0.0,False,0.0,0.0
IL17A,"Arthritis, Rheumatoid",autoimmune,CHEMBL3990000,1.0,0.0,0.0,False,0.0,0.0
BTK,"Arthritis, Rheumatoid",autoimmune,CHEMBL4072833,2.0,209.73,65.13,True,0.4,0.2432432432432432
NOS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL114551,2.0,4.35,0.0,True,0.2,0.1621621621621621
BTK,"Arthritis, Rheumatoid",autoimmune,CHEMBL3900554,2.0,209.73,65.13,True,0.4,0.2432432432432432
IRAK4,"Arthritis, Rheumatoid",autoimmune,CHEMBL4081711,2.0,51.38,19.32,True,0.4,0.2702702702702703
LTB4R,"Arthritis, Rheumatoid",autoimmune,CHEMBL301829,2.0,157.15,54.63,True,0.4,0.1621621621621621
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL364804,3.0,6.62,3.24,True,0.2,0.1891891891891892
CCR1,"Arthritis, Rheumatoid",autoimmune,CHEMBL3334824,2.0,68.06,18.84,True,0.2,0.054054054054054
BTK,"Arthritis, Rheumatoid",autoimmune,CHEMBL4085457,2.0,209.73,65.13,True,0.4,0.2432432432432432
ITK,"Arthritis, Rheumatoid",autoimmune,CHEMBL4085457,2.0,54.67,56.32,False,0.2,0.1621621621621621
JAK3,"Arthritis, Rheumatoid",autoimmune,CHEMBL4085457,2.0,10.18,31.66,False,0.1,0.2162162162162162
PTGER4,"Arthritis, Rheumatoid",autoimmune,CHEMBL6067994,2.0,14.13,27.15,False,0.4,0.3783783783783784
BTK,"Arthritis, Rheumatoid",autoimmune,CHEMBL4065122,2.0,209.73,65.13,True,0.4,0.2432432432432432
BTK,"Arthritis, Rheumatoid",autoimmune,CHEMBL4163691,2.0,209.73,65.13,True,0.4,0.2432432432432432
BTK,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297674,1.0,209.73,65.13,True,0.4,0.2432432432432432
TNF,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297572,2.0,36.86,19.49,True,0.1,0.1081081081081081
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297572,2.0,56.91,9.43,True,0.2,0.1891891891891892
IL17F,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297700,2.0,0.0,0.0,False,0.0,0.027027027027027
IL17A,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297700,2.0,0.0,0.0,False,0.0,0.0
CSF1R,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297713,1.0,7.53,84.26,False,0.2,0.1351351351351351
MS4A1,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297845,2.0,0.0,8.92,False,0.0,0.1351351351351351
TNF,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297863,2.0,36.86,19.49,True,0.1,0.1081081081081081
IL17A,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297863,2.0,0.0,0.0,False,0.0,0.0
CX3CL1,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297942,2.0,10.89,25.81,False,0.1,0.1891891891891892
PIKFYVE,"Arthritis, Rheumatoid",autoimmune,CHEMBL6067997,2.0,32.2,33.04,False,0.4,0.4594594594594595
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL93645,4.0,6.62,3.24,True,0.2,0.1891891891891892
CCR2,"Arthritis, Rheumatoid",autoimmune,CHEMBL3305901,2.0,7.74,6.95,True,0.1,0.2162162162162162
DHODH,"Arthritis, Rheumatoid",autoimmune,CHEMBL197194,2.0,19.91,36.24,False,0.2,0.2432432432432432
CD40,"Arthritis, Rheumatoid",autoimmune,CHEMBL4298210,1.0,4.92,18.96,False,0.3,0.1351351351351351
CD40LG,"Arthritis, Rheumatoid",autoimmune,CHEMBL4594331,2.0,0.0,0.0,False,0.0,0.0
TNFRSF13C,"Arthritis, Rheumatoid",autoimmune,CHEMBL4594357,1.0,0.0,104.09,False,0.1,0.2162162162162162
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1159650,3.0,56.91,9.43,True,0.2,0.1891891891891892
IL6R,"Arthritis, Rheumatoid",autoimmune,CHEMBL4650406,3.0,99.59,82.9,True,0.5,0.3783783783783784
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL2103736,4.0,6.62,3.24,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL898,4.0,6.62,3.24,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL1562610,4.0,6.62,3.24,True,0.2,0.1891891891891892
ALOX5,"Arthritis, Rheumatoid",autoimmune,CHEMBL1562610,4.0,3.77,14.06,False,0.1,0.1081081081081081
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL1070,4.0,6.62,3.24,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL1071,4.0,6.62,3.24,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL15770,4.0,6.62,3.24,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL571,4.0,6.62,3.24,True,0.2,0.1891891891891892
NR1H4,"Arthritis, Rheumatoid",autoimmune,CHEMBL1551,2.0,2.4,0.0,True,0.2,0.1621621621621621
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL6,4.0,6.62,3.24,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL1200613,4.0,6.62,3.24,True,0.2,0.1891891891891892
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1504,4.0,56.91,9.43,True,0.2,0.1891891891891892
BTK,"Arthritis, Rheumatoid",autoimmune,CHEMBL4594348,2.0,209.73,65.13,True,0.4,0.2432432432432432
CSF2,"Arthritis, Rheumatoid",autoimmune,CHEMBL4650518,1.0,20.08,203.2,False,0.2,0.1351351351351351
OPRD1,"Arthritis, Rheumatoid",autoimmune,CHEMBL494480,2.0,0.0,24.67,False,0.0,0.081081081081081
RIPK1,"Arthritis, Rheumatoid",autoimmune,CHEMBL4071864,2.0,18.79,171.22,False,0.5,0.3783783783783784
NR3C2,"Arthritis, Rheumatoid",autoimmune,CHEMBL1393,3.0,19.75,18.02,True,0.2,0.2162162162162162
VKORC1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1200879,1.0,120.19,48.52,True,0.4,0.2972972972972973
FCGRT,"Arthritis, Rheumatoid",autoimmune,CHEMBL4594310,2.0,8.46,0.0,True,0.2,0.1891891891891892
PDE3A,"Arthritis, Rheumatoid",autoimmune,CHEMBL799,3.0,11.67,0.0,True,0.1,0.1081081081081081
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL389621,4.0,56.91,9.43,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL865,4.0,6.62,3.24,True,0.2,0.1891891891891892
DHFR,"Arthritis, Rheumatoid",autoimmune,CHEMBL3244648,4.0,33.89,42.56,False,0.6,0.3513513513513513
JAK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL4298167,4.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Arthritis, Rheumatoid",autoimmune,CHEMBL4298167,4.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL4298167,4.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Arthritis, Rheumatoid",autoimmune,CHEMBL4298167,4.0,10.18,31.66,False,0.1,0.2162162162162162
ADRB1,"Arthritis, Rheumatoid",autoimmune,CHEMBL723,0.5,3.23,169.87,False,0.1,0.3783783783783784
ADRB2,"Arthritis, Rheumatoid",autoimmune,CHEMBL723,0.5,14.51,48.38,False,0.6,0.2972972972972973
ADRA1A,"Arthritis, Rheumatoid",autoimmune,CHEMBL723,0.5,7.35,0.0,True,0.1,0.054054054054054
CNR1,"Arthritis, Rheumatoid",autoimmune,CHEMBL465,2.0,22.58,49.88,False,0.1,0.081081081081081
CNR1,"Arthritis, Rheumatoid",autoimmune,CHEMBL190461,2.0,22.58,49.88,False,0.1,0.081081081081081
IL6,"Arthritis, Rheumatoid",autoimmune,CHEMBL4297732,1.0,3.51,56.98,False,0.2,0.1891891891891892
TNFSF13B,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1742986,2.0,0.0,0.0,False,0.0,0.0
TNFSF13,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1742986,2.0,15.47,48.73,False,0.5,0.5405405405405406
SYK,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3989516,2.0,55.92,6.88,True,0.4,0.2432432432432432
IL6,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1743071,1.0,3.51,56.98,False,0.2,0.1891891891891892
TNFSF13B,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1743075,3.0,0.0,0.0,False,0.0,0.0
JAK2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2103743,0.5,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2103743,0.5,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2103743,0.5,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2103743,0.5,10.18,31.66,False,0.1,0.2162162162162162
MS4A1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1743048,3.0,0.0,8.92,False,0.0,0.1351351351351351
JAK2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2105759,3.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2105759,3.0,12.81,85.48,False,0.2,0.2972972972972973
TNFSF13B,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2107877,3.0,0.0,0.0,False,0.0,0.0
ESR1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1358,2.0,0.0,18.72,False,0.0,0.054054054054054
FKBP1A,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL413,2.0,10.99,52.01,False,0.2,0.3243243243243243
PPAT,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1542,3.0,6.72,17.2,False,0.3,0.2432432432432432
PTGS2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL112,3.0,6.62,3.24,True,0.2,0.1891891891891892
FAAH,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL112,3.0,9.36,119.53,False,0.1,0.2162162162162162
TRPV1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL112,3.0,0.0,0.0,False,0.0,0.027027027027027
VDR,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1042,3.0,30.94,15.24,True,0.4,0.1621621621621621
PTGS2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL25,2.0,6.62,3.24,True,0.2,0.1891891891891892
NR3C1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1650,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2021430,4.0,56.91,9.43,True,0.2,0.1891891891891892
PGR,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1531,2.0,6.14,0.0,True,0.1,0.1621621621621621
NR3C1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL384467,4.0,56.91,9.43,True,0.2,0.1891891891891892
IMPDH1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL866,3.0,22.26,39.69,False,0.2,0.3513513513513513
DHFR,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL34259,3.0,33.89,42.56,False,0.6,0.3513513513513513
NR3C1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1201081,0.5,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL650,3.0,56.91,9.43,True,0.2,0.1891891891891892
PGR,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL717,3.0,6.14,0.0,True,0.1,0.1621621621621621
ACE,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1168,2.0,4.76,40.31,False,0.1,0.2702702702702703
NR3C1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL635,4.0,56.91,9.43,True,0.2,0.1891891891891892
TLR7,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1690,3.0,0.0,3.51,False,0.1,0.027027027027027
TLR9,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1690,3.0,9.84,44.51,False,0.1,0.1621621621621621
IMPDH1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1456,3.0,22.26,39.69,False,0.2,0.3513513513513513
HRH1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1620,3.0,140.89,65.51,True,0.4,0.4324324324324324
PTGS2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL599,1.0,6.62,3.24,True,0.2,0.1891891891891892
VDR,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL846,2.0,30.94,15.24,True,0.4,0.1621621621621621
NR3C1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL131,4.0,56.91,9.43,True,0.2,0.1891891891891892
DHODH,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL960,2.0,19.91,36.24,False,0.2,0.2432432432432432
HMGCR,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1064,1.0,23.51,34.51,False,0.3,0.3783783783783784
PPP3CA,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL5314379,2.0,141.59,11.37,True,0.6,0.2972972972972973
MS4A1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2108041,3.0,0.0,8.92,False,0.0,0.1351351351351351
IGHE,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1201589,1.0,3.22,11.14,False,0.1,0.054054054054054
CD80,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1201823,2.0,11.29,0.0,True,0.0,0.2972972972972973
CD86,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1201823,2.0,26.86,18.65,True,0.1,0.027027027027027
TNFSF13B,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1789843,4.0,0.0,0.0,False,0.0,0.0
ESR2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1201649,3.0,16.18,87.2,False,0.2,0.3783783783783784
ESR1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1201649,3.0,0.0,18.72,False,0.0,0.054054054054054
CSF3R,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1201567,2.0,137.23,31.13,True,0.3,0.3243243243243243
MS4A1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL1201576,3.0,0.0,8.92,False,0.0,0.1351351351351351
IL6,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2109615,1.0,3.51,56.98,False,0.2,0.1891891891891892
CD28,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2109250,2.0,0.0,54.88,False,0.0,0.1081081081081081
ICOSLG,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2109249,1.0,0.0,0.0,False,0.0,0.0
IFNAR1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2364653,4.0,18.05,43.92,False,0.3,0.2432432432432432
JAK2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3301607,2.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3301607,2.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3301607,2.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3301607,2.0,10.18,31.66,False,0.1,0.2162162162162162
JAK1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3301606,2.0,12.81,85.48,False,0.2,0.2972972972972973
SYK,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3545159,2.0,55.92,6.88,True,0.4,0.2432432432432432
JAK3,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3545159,2.0,10.18,31.66,False,0.1,0.2162162162162162
BTK,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3545193,1.0,209.73,65.13,True,0.4,0.2432432432432432
S1PR5,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3707374,1.0,5.07,15.94,False,0.1,0.2162162162162162
S1PR4,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3707374,1.0,0.0,27.15,False,0.1,0.2432432432432432
S1PR1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3707374,1.0,6.26,29.35,False,0.4,0.2702702702702703
IL6R,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3833343,2.0,99.59,82.9,True,0.5,0.3783783783783784
CD40LG,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL2109478,3.0,0.0,0.0,False,0.0,0.0
IFNG,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3989977,3.0,0.0,2.58,False,0.0,0.1351351351351351
BTK,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4072833,2.0,209.73,65.13,True,0.4,0.2432432432432432
IRAK4,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4081711,1.0,51.38,19.32,True,0.4,0.2702702702702703
JAK1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4297477,2.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4297477,2.0,20.2,73.07,False,0.3,0.3783783783783784
S1PR1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4297505,3.0,6.26,29.35,False,0.4,0.2702702702702703
BTK,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4065122,2.0,209.73,65.13,True,0.4,0.2432432432432432
MS4A1,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4297845,1.0,0.0,8.92,False,0.0,0.1351351351351351
CD19,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4298134,2.0,83.95,15.34,True,0.1,0.2702702702702703
SYK,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3986824,2.0,55.92,6.88,True,0.4,0.2432432432432432
TYK2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4435170,2.0,20.2,73.07,False,0.3,0.3783783783783784
BTK,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4594348,2.0,209.73,65.13,True,0.4,0.2432432432432432
BTK,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4650321,2.0,209.73,65.13,True,0.4,0.2432432432432432
TLR7,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4650329,1.0,0.0,3.51,False,0.1,0.027027027027027
