gene,disease,category,phase,mol_status,mol_id,VDR_score,GR_score,VDR_dominant,VDR_repro,GR_repro
NR3C1,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL2021430,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL1473,56.91,9.43,True,0.2,0.1891891891891892
IL13,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL1743035,3.31,99.09,False,0.2,0.1621621621621621
IGHE,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL2109457,3.22,11.14,False,0.1,0.054054054054054
NR3C1,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL2103876,56.91,9.43,True,0.2,0.1891891891891892
PTGDR2,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL3137332,5.28,3.67,True,0.2,0.1081081081081081
PTGDR2,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL560993,5.28,3.67,True,0.2,0.1081081081081081
IL22,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL1743017,0.0,0.0,False,0.0,0.0
IL4R,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL2108675,24.75,50.92,False,0.5,0.2162162162162162
TRPV1,"Dermatitis, Atopic",skin,3.0,failed,CHEMBL3707398,0.0,0.0,False,0.0,0.027027027027027
NTRK1,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL4297182,10.46,79.17,False,0.4,0.2432432432432432
TACR1,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL105060,0.0,0.0,False,0.0,0.1891891891891892
HRH4,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL1915540,6.54,0.0,True,0.1,0.0
IL13,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL1743081,3.31,99.09,False,0.2,0.1621621621621621
JAK1,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL3655081,12.81,85.48,False,0.2,0.2972972972972973
NR3C1,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL1683,56.91,9.43,True,0.2,0.1891891891891892
TACR1,"Dermatitis, Atopic",skin,3.0,failed,CHEMBL3544984,0.0,0.0,False,0.0,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL389621,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL650,56.91,9.43,True,0.2,0.1891891891891892
IGHE,"Dermatitis, Atopic",skin,1.0,failed,CHEMBL2109452,3.22,11.14,False,0.1,0.054054054054054
INPP5D,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL3989954,179.9,33.08,True,0.4,0.1891891891891892
CNR2,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL2019090,39.16,29.54,True,0.2,0.2162162162162162
JAK1,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL4297477,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL4297477,20.2,73.07,False,0.3,0.3783783783783784
IL31RA,"Dermatitis, Atopic",skin,3.0,failed,CHEMBL4297794,6.13,59.84,False,0.2,0.2162162162162162
IL1A,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL2109653,75.78,18.7,True,0.1,0.054054054054054
IL33,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL4297580,0.0,3.73,False,0.0,0.054054054054054
SYK,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL4594275,55.92,6.88,True,0.4,0.2432432432432432
TNFRSF4,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL4594546,0.0,193.04,False,0.0,0.4054054054054054
TNFRSF4,"Dermatitis, Atopic",skin,3.0,failed,CHEMBL4594567,0.0,193.04,False,0.0,0.4054054054054054
TNFSF4,"Dermatitis, Atopic",skin,3.0,failed,CHEMBL4594569,3.38,22.64,False,0.5,0.5405405405405406
IL33,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL4594594,0.0,3.73,False,0.0,0.054054054054054
IL33,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL4650487,0.0,3.73,False,0.0,0.054054054054054
CHRM3,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL2134724,11.74,0.0,True,0.2,0.054054054054054
SLC6A2,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL1628234,0.0,0.0,False,0.0,0.027027027027027
HRH1,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL1200750,140.89,65.51,True,0.4,0.4324324324324324
NR3C1,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL989,56.91,9.43,True,0.2,0.1891891891891892
SIGLEC8,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL4297878,15.57,0.0,True,0.1,0.027027027027027
BTK,"Dermatitis, Atopic",skin,2.0,failed,CHEMBL3702854,209.73,65.13,True,0.4,0.2432432432432432
FKBP1A,"Dermatitis, Atopic",skin,4.0,approved,CHEMBL3989887,10.99,52.01,False,0.2,0.3243243243243243
TNF,Psoriasis,skin,4.0,approved,CHEMBL1201580,36.86,19.49,True,0.1,0.1081081081081081
VDR,Psoriasis,skin,4.0,approved,CHEMBL1200666,30.94,15.24,True,0.4,0.1621621621621621
VDR,Psoriasis,skin,4.0,approved,CHEMBL846,30.94,15.24,True,0.4,0.1621621621621621
NR3C1,Psoriasis,skin,4.0,approved,CHEMBL1159650,56.91,9.43,True,0.2,0.1891891891891892
TNF,Psoriasis,skin,4.0,approved,CHEMBL1201572,36.86,19.49,True,0.1,0.1081081081081081
TNF,Psoriasis,skin,4.0,approved,CHEMBL1201581,36.86,19.49,True,0.1,0.1081081081081081
PPIA,Psoriasis,skin,4.0,approved,CHEMBL160,17.44,7.85,True,0.5,0.4324324324324324
NR3C1,Psoriasis,skin,4.0,approved,CHEMBL1200908,56.91,9.43,True,0.2,0.1891891891891892
DHFR,Psoriasis,skin,4.0,approved,CHEMBL34259,33.89,42.56,False,0.6,0.3513513513513513
IL17A,Psoriasis,skin,4.0,approved,CHEMBL1743068,0.0,0.0,False,0.0,0.0
NR3C1,Psoriasis,skin,4.0,approved,CHEMBL1766,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Psoriasis,skin,4.0,approved,CHEMBL1200384,56.91,9.43,True,0.2,0.1891891891891892
KEAP1,Psoriasis,skin,4.0,approved,CHEMBL2107333,17.93,41.8,False,0.6,0.4594594594594595
NR3C1,Psoriasis,skin,4.0,approved,CHEMBL384467,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Psoriasis,skin,4.0,approved,CHEMBL635,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Psoriasis,skin,4.0,approved,CHEMBL2021430,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Psoriasis,skin,4.0,approved,CHEMBL131,56.91,9.43,True,0.2,0.1891891891891892
VDR,Psoriasis,skin,3.0,failed,CHEMBL3989862,30.94,15.24,True,0.4,0.1621621621621621
IL17A,Psoriasis,skin,4.0,approved,CHEMBL1743034,0.0,0.0,False,0.0,0.0
MAPK14,Psoriasis,skin,2.0,failed,CHEMBL1230065,34.95,69.51,False,0.5,0.5405405405405406
CD2,Psoriasis,skin,2.0,failed,CHEMBL2108742,0.0,12.29,False,0.0,0.054054054054054
JAK1,Psoriasis,skin,2.0,failed,CHEMBL3301606,12.81,85.48,False,0.2,0.2972972972972973
IL1A,Psoriasis,skin,2.0,failed,CHEMBL2109653,75.78,18.7,True,0.1,0.054054054054054
CSF2,Psoriasis,skin,2.0,failed,CHEMBL1743044,20.08,203.2,False,0.2,0.1351351351351351
MAP3K1,Psoriasis,skin,2.0,failed,CHEMBL1097999,13.84,101.77,False,0.2,0.3513513513513513
MAP2K1,Psoriasis,skin,2.0,failed,CHEMBL1097999,31.2,348.07,False,0.5,0.7567567567567568
KIT,Psoriasis,skin,2.0,failed,CHEMBL1908391,21.29,137.44,False,0.3,0.3513513513513513
FGFR3,Psoriasis,skin,2.0,failed,CHEMBL1908391,21.59,21.82,False,0.1,0.1081081081081081
NTRK3,Psoriasis,skin,2.0,failed,CHEMBL603469,0.0,10.04,False,0.0,0.081081081081081
JAK2,Psoriasis,skin,2.0,failed,CHEMBL603469,21.27,62.01,False,0.2,0.2432432432432432
RET,Psoriasis,skin,2.0,failed,CHEMBL603469,3.91,27.19,False,0.1,0.0
NTRK1,Psoriasis,skin,2.0,failed,CHEMBL603469,10.46,79.17,False,0.4,0.2432432432432432
FLT3,Psoriasis,skin,2.0,failed,CHEMBL603469,8.72,45.79,False,0.1,0.1351351351351351
NTRK2,Psoriasis,skin,2.0,failed,CHEMBL603469,4.45,0.0,True,0.1,0.1081081081081081
IL17RA,Psoriasis,skin,4.0,approved,CHEMBL1742996,28.82,33.51,False,0.3,0.3243243243243243
CYP26A1,Psoriasis,skin,2.0,failed,CHEMBL459505,5.39,9.63,False,0.2,0.2702702702702703
NTRK1,Psoriasis,skin,2.0,failed,CHEMBL4297182,10.46,79.17,False,0.4,0.2432432432432432
IL15,Psoriasis,skin,2.0,failed,CHEMBL2109467,31.5,27.81,True,0.5,0.2972972972972973
HRH4,Psoriasis,skin,2.0,failed,CHEMBL1915540,6.54,0.0,True,0.1,0.0
VDR,Psoriasis,skin,2.0,failed,CHEMBL2104955,30.94,15.24,True,0.4,0.1621621621621621
VDR,Psoriasis,skin,2.0,failed,CHEMBL2105705,30.94,15.24,True,0.4,0.1621621621621621
MAPK14,Psoriasis,skin,2.0,failed,CHEMBL103667,34.95,69.51,False,0.5,0.5405405405405406
IFNG,Psoriasis,skin,1.0,failed,CHEMBL2109450,0.0,2.58,False,0.0,0.1351351351351351
JAK1,Psoriasis,skin,2.0,failed,CHEMBL3622820,12.81,85.48,False,0.2,0.2972972972972973
NR3C1,Psoriasis,skin,4.0,approved,CHEMBL389621,56.91,9.43,True,0.2,0.1891891891891892
CD4,Psoriasis,skin,2.0,failed,CHEMBL1743083,0.0,0.0,False,0.0,0.027027027027027
CASP1,Psoriasis,skin,2.0,failed,CHEMBL2107819,0.0,0.0,False,0.0,0.054054054054054
ADORA3,Psoriasis,skin,3.0,failed,CHEMBL3989873,43.73,24.52,True,0.4,0.2162162162162162
AHR,Psoriasis,skin,4.0,approved,CHEMBL259571,0.0,67.78,False,0.0,0.3513513513513513
CD40,Psoriasis,skin,2.0,failed,CHEMBL3990028,4.92,18.96,False,0.3,0.1351351351351351
EGFR,Psoriasis,skin,2.0,failed,CHEMBL2087361,11.86,370.19,False,0.2,0.4864864864864865
TLR2,Psoriasis,skin,2.0,failed,CHEMBL4297333,11.37,12.71,False,0.2,0.1081081081081081
CD14,Psoriasis,skin,2.0,failed,CHEMBL4297333,207.55,155.41,True,0.5,0.3243243243243243
SIRT1,Psoriasis,skin,2.0,failed,CHEMBL4297436,41.02,239.18,False,0.5,0.4594594594594595
JAK1,Psoriasis,skin,2.0,failed,CHEMBL4297477,12.81,85.48,False,0.2,0.2972972972972973
TYK2,Psoriasis,skin,2.0,failed,CHEMBL4297477,20.2,73.07,False,0.3,0.3783783783783784
IL17A,Psoriasis,skin,2.0,failed,CHEMBL4297686,0.0,0.0,False,0.0,0.0
IL17A,Psoriasis,skin,4.0,approved,CHEMBL4297700,0.0,0.0,False,0.0,0.0
IL17F,Psoriasis,skin,4.0,approved,CHEMBL4297700,0.0,0.0,False,0.0,0.027027027027027
SELPLG,Psoriasis,skin,2.0,failed,CHEMBL4297861,7.43,127.73,False,0.3,0.5135135135135135
LGALS3,Psoriasis,skin,2.0,failed,CHEMBL4297577,2.41,34.77,False,0.3,0.1891891891891892
IL17A,Psoriasis,skin,2.0,failed,CHEMBL4298023,0.0,0.0,False,0.0,0.0
IL17F,Psoriasis,skin,2.0,failed,CHEMBL4298023,0.0,0.0,False,0.0,0.027027027027027
IL17A,Psoriasis,skin,3.0,failed,CHEMBL4298102,0.0,0.0,False,0.0,0.0
TLR9,Psoriasis,skin,2.0,failed,CHEMBL4297995,9.84,44.51,False,0.1,0.1621621621621621
TLR8,Psoriasis,skin,2.0,failed,CHEMBL4297995,0.0,0.0,False,0.0,0.054054054054054
TLR7,Psoriasis,skin,2.0,failed,CHEMBL4297995,0.0,3.51,False,0.1,0.027027027027027
TYK2,Psoriasis,skin,4.0,approved,CHEMBL4435170,20.2,73.07,False,0.3,0.3783783783783784
TYK2,Psoriasis,skin,2.0,failed,CHEMBL4459585,20.2,73.07,False,0.3,0.3783783783783784
NR3C1,Psoriasis,skin,4.0,approved,CHEMBL989,56.91,9.43,True,0.2,0.1891891891891892
RIPK1,Psoriasis,skin,2.0,failed,CHEMBL4071864,18.79,171.22,False,0.5,0.3783783783783784
DHFR,Psoriasis,skin,4.0,approved,CHEMBL3244648,33.89,42.56,False,0.6,0.3513513513513513
CXCR1,Psoriasis,skin,2.0,failed,CHEMBL2103864,4.96,0.0,True,0.1,0.054054054054054
CXCR2,Psoriasis,skin,2.0,failed,CHEMBL2103864,69.42,8.12,True,0.1,0.054054054054054
TNF,Crohn Disease,GI,4.0,approved,CHEMBL1201581,36.86,19.49,True,0.1,0.1081081081081081
TNF,Crohn Disease,GI,4.0,approved,CHEMBL1201580,36.86,19.49,True,0.1,0.1081081081081081
NR3C1,Crohn Disease,GI,4.0,approved,CHEMBL1370,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Crohn Disease,GI,4.0,approved,CHEMBL384467,56.91,9.43,True,0.2,0.1891891891891892
TNF,Crohn Disease,GI,4.0,approved,CHEMBL1201831,36.86,19.49,True,0.1,0.1081081081081081
NR3C1,Crohn Disease,GI,4.0,approved,CHEMBL635,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Crohn Disease,GI,4.0,approved,CHEMBL131,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Crohn Disease,GI,4.0,approved,CHEMBL2021430,56.91,9.43,True,0.2,0.1891891891891892
ITGB7,Crohn Disease,GI,4.0,approved,CHEMBL1743087,62.27,17.23,True,0.2,0.1621621621621621
MAPK14,Crohn Disease,GI,2.0,failed,CHEMBL2107779,34.95,69.51,False,0.5,0.5405405405405406
CCR9,Crohn Disease,GI,2.0,failed,CHEMBL2178578,0.0,12.27,False,0.0,0.1081081081081081
IL6,Crohn Disease,GI,2.0,failed,CHEMBL1743050,3.51,56.98,False,0.2,0.1891891891891892
MMP9,Crohn Disease,GI,2.0,failed,CHEMBL3833374,11.54,71.71,False,0.2,0.2162162162162162
MADCAM1,Crohn Disease,GI,3.0,failed,CHEMBL2109511,277.19,109.23,True,0.5,0.4594594594594595
IL6,Crohn Disease,GI,2.0,failed,CHEMBL2108589,3.51,56.98,False,0.2,0.1891891891891892
IL13,Crohn Disease,GI,2.0,failed,CHEMBL2109465,3.31,99.09,False,0.2,0.1621621621621621
NR3C1,Crohn Disease,GI,4.0,approved,CHEMBL650,56.91,9.43,True,0.2,0.1891891891891892
CD3E,Crohn Disease,GI,2.0,failed,CHEMBL2108811,0.0,14.1,False,0.0,0.027027027027027
CXCL10,Crohn Disease,GI,2.0,failed,CHEMBL2109664,5.29,21.93,False,0.1,0.081081081081081
NR3C1,Crohn Disease,GI,4.0,approved,CHEMBL389621,56.91,9.43,True,0.2,0.1891891891891892
CNR2,Crohn Disease,GI,2.0,failed,CHEMBL4175981,39.16,29.54,True,0.2,0.2162162162162162
JAK1,Crohn Disease,GI,2.0,failed,CHEMBL4297477,12.81,85.48,False,0.2,0.2972972972972973
TYK2,Crohn Disease,GI,2.0,failed,CHEMBL4297477,20.2,73.07,False,0.3,0.3783783783783784
PIKFYVE,Crohn Disease,GI,2.0,failed,CHEMBL4297643,32.2,33.04,False,0.4,0.4594594594594595
CX3CL1,Crohn Disease,GI,2.0,failed,CHEMBL4297942,10.89,25.81,False,0.1,0.1891891891891892
PIKFYVE,Crohn Disease,GI,2.0,failed,CHEMBL6067997,32.2,33.04,False,0.4,0.4594594594594595
IL6,Crohn Disease,GI,2.0,failed,CHEMBL6068160,3.51,56.98,False,0.2,0.1891891891891892
TNF,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL1201580,36.86,19.49,True,0.1,0.1081081081081081
NR3C1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL1370,56.91,9.43,True,0.2,0.1891891891891892
TNF,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL1201581,36.86,19.49,True,0.1,0.1081081081081081
ALOX5,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL704,3.77,14.06,False,0.1,0.1081081081081081
PPARG,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL704,11.09,12.78,False,0.1,0.1621621621621621
TNF,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL1201833,36.86,19.49,True,0.1,0.1081081081081081
NR3C1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL131,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL2021430,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL384467,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL635,56.91,9.43,True,0.2,0.1891891891891892
CCR9,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL2178578,0.0,12.27,False,0.0,0.1081081081081081
ITGB7,"Colitis, Ulcerative",GI,3.0,failed,CHEMBL1743015,62.27,17.23,True,0.2,0.1621621621621621
CD3E,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL2108811,0.0,14.1,False,0.0,0.027027027027027
CXCR2,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL2178579,69.42,8.12,True,0.1,0.054054054054054
CCL11,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL2109103,0.0,0.0,False,0.0,0.0
IL13,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL1742985,3.31,99.09,False,0.2,0.1621621621621621
ITGA2,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL1743086,19.37,107.8,False,0.4,0.3513513513513513
MMP9,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL3833374,11.54,71.71,False,0.2,0.2162162162162162
PPARG,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL121,11.09,12.78,False,0.1,0.1621621621621621
MADCAM1,"Colitis, Ulcerative",GI,3.0,failed,CHEMBL2109511,277.19,109.23,True,0.5,0.4594594594594595
ALOX5,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL1200760,3.77,14.06,False,0.1,0.1081081081081081
PPARG,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL1200760,11.09,12.78,False,0.1,0.1621621621621621
NR3C1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL389621,56.91,9.43,True,0.2,0.1891891891891892
PTGER4,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL303960,14.13,27.15,False,0.4,0.3783783783783784
CXCL10,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL2109664,5.29,21.93,False,0.1,0.081081081081081
NR3C1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL650,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL1200538,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL1200762,56.91,9.43,True,0.2,0.1891891891891892
JAK1,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL3622820,12.81,85.48,False,0.2,0.2972972972972973
CCR5,"Colitis, Ulcerative",GI,1.0,failed,CHEMBL2109342,19.46,0.0,True,0.1,0.0
GPR84,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL3716365,25.04,84.67,False,0.3,0.4594594594594595
JAK1,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4297477,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4297477,20.2,73.07,False,0.3,0.3783783783783784
FFAR2,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL3353541,142.07,0.0,True,0.1,0.081081081081081
DHODH,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL197194,19.91,36.24,False,0.2,0.2432432432432432
TLR9,"Colitis, Ulcerative",GI,3.0,failed,CHEMBL4297564,9.84,44.51,False,0.1,0.1621621621621621
ALOX5,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL1201013,3.77,14.06,False,0.1,0.1081081081081081
PPARG,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL1201013,11.09,12.78,False,0.1,0.1621621621621621
TLR2,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4297333,11.37,12.71,False,0.2,0.1081081081081081
CD14,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4297333,207.55,155.41,True,0.5,0.3243243243243243
CD40LG,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4298212,0.0,0.0,False,0.0,0.0
ALOX5,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL421,3.77,14.06,False,0.1,0.1081081081081081
TYK2,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4459585,20.2,73.07,False,0.3,0.3783783783783784
RIPK1,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4071864,18.79,171.22,False,0.5,0.3783783783783784
MAP3K8,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4802154,21.09,12.13,True,0.3,0.5675675675675675
REN,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4110551,216.9,21.99,True,0.2,0.081081081081081
S1PR1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL3707246,6.26,29.35,False,0.4,0.2702702702702703
S1PR5,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL3989933,5.07,15.94,False,0.1,0.2162162162162162
S1PR1,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL3989933,6.26,29.35,False,0.4,0.2702702702702703
S1PR4,"Colitis, Ulcerative",GI,4.0,approved,CHEMBL3989933,0.0,27.15,False,0.1,0.2432432432432432
OSMR,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4594341,39.93,182.9,False,0.4,0.4054054054054054
IL1A,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4594518,75.78,18.7,True,0.1,0.054054054054054
IL1B,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL4594518,10.2,45.09,False,0.3,0.2702702702702703
S1PR1,"Colitis, Ulcerative",GI,2.0,failed,CHEMBL2137148,6.26,29.35,False,0.4,0.2702702702702703
SLC12A1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL1072,2.43,8.67,False,0.2,0.1351351351351351
SLC12A3,Nephrotic Syndrome,renal,4.0,approved,CHEMBL842,7.35,40.15,False,0.2,0.4324324324324324
NR3C1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL131,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL1650,56.91,9.43,True,0.2,0.1891891891891892
SLC12A3,Nephrotic Syndrome,renal,4.0,approved,CHEMBL435,7.35,40.15,False,0.2,0.4324324324324324
NR3C1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL384467,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL2021430,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL635,56.91,9.43,True,0.2,0.1891891891891892
GMPS,Nephrotic Syndrome,renal,3.0,failed,CHEMBL245019,14.64,30.96,False,0.2,0.2702702702702703
SLC12A1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL35,2.43,8.67,False,0.2,0.1351351351351351
NR3C2,Nephrotic Syndrome,renal,4.0,approved,CHEMBL1393,19.75,18.02,True,0.2,0.2162162162162162
NR3C1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL1200538,56.91,9.43,True,0.2,0.1891891891891892
SLC12A1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL456,2.43,8.67,False,0.2,0.1351351351351351
NR3C1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL1364144,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Nephrotic Syndrome,renal,4.0,approved,CHEMBL1201014,56.91,9.43,True,0.2,0.1891891891891892
SLC12A3,Nephrotic Syndrome,renal,4.0,approved,CHEMBL1055,7.35,40.15,False,0.2,0.4324324324324324
NR3C1,Uveitis,eye,4.0,approved,CHEMBL989,56.91,9.43,True,0.2,0.1891891891891892
IL1B,Uveitis,eye,3.0,failed,CHEMBL1743026,10.2,45.09,False,0.3,0.2702702702702703
TNF,Uveitis,eye,4.0,approved,CHEMBL1201580,36.86,19.49,True,0.1,0.1081081081081081
IL17A,Uveitis,eye,2.0,failed,CHEMBL4297686,0.0,0.0,False,0.0,0.0
NR3C1,Uveitis,eye,4.0,approved,CHEMBL1364144,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Uveitis,eye,4.0,approved,CHEMBL1201014,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Uveitis,eye,4.0,approved,CHEMBL384467,56.91,9.43,True,0.2,0.1891891891891892
IL23A,Crohn Disease,GI,4.0,approved,CHEMBL1201835,128.0,209.0,False,0.5,0.5
IL23A,Crohn Disease,GI,4.0,approved,CHEMBL3990014,128.0,209.0,False,0.5,0.5
ITGA4,Crohn Disease,GI,4.0,approved,CHEMBL1743087,42.0,67.0,False,0.2,0.3
ITGA4,Crohn Disease,GI,4.0,approved,CHEMBL1201607,42.0,67.0,False,0.2,0.3
