disease,category,mol_id,max_phase,efo_term
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108061,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL408513,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1170047,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201746,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1789941,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201867,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743008,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743049,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201670,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201414,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109502,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743007,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743080,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109426,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108309,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109321,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743045,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108682,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107832,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL265502,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2110579,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2110587,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2110563,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1535,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL84,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL7568,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL417,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1496,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL481,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL584,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL894,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL192,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL914,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL841,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL595,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL655,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2111084,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL300138,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2146883,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL189963,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1231160,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109389,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109387,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3039517,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3039558,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297163,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109388,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL592445,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL571209,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL252164,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2035187,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3137320,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3137340,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3187723,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3301622,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3301599,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4285417,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL598797,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3544911,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3360203,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545366,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545185,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL64130,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2220486,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545369,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545076,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3577124,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297181,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4303729,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3694769,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL75133,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1231124,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1976040,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3334567,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4442620,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL513909,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3586404,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL105442,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL52885,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545154,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1079175,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL574737,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545027,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL5314391,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545110,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545235,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3402762,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545236,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3809489,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL67279,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545280,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3622820,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3663929,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3707404,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3707348,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109406,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3621988,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109629,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL228814,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2336325,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2360464,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL361506,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL271227,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL237500,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2105719,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1173055,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1098,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1078178,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL262777,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3989514,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL679,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1372,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL53463,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2030434,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL650,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL98123,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109059,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3137685,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2095208,0.5,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL329123,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201718,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL288441,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL343448,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1237022,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3989756,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108287,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108308,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109356,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109322,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108356,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107816,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107818,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2219418,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2177390,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1214827,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3408248,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3963485,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545427,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545063,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3544983,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3935857,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2408045,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545097,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1983268,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3707350,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3581647,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545376,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2068864,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3989914,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3989926,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3989970,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3990016,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3990032,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL297453,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2087361,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL140,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2037002,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL20684,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3235620,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1386,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL71263,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3639788,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL44,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2035460,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL51483,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743260,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2311128,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL398891,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL231616,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297258,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297268,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL95431,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297296,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL297792,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL386115,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3623290,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL100014,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297422,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297441,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1230329,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3786098,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2325741,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297598,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3904602,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3260567,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1235478,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297661,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297662,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297690,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297715,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297721,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297723,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297739,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297747,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297774,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297784,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297829,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297831,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297840,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297843,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297865,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297866,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297923,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297938,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297939,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297946,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297993,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4298024,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4298050,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4298091,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2105661,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108705,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL112,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108651,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL657,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3137318,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3137309,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545128,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3989870,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297184,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3989937,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3989983,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3989992,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2158051,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1980825,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297490,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297516,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL572284,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1232993,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297701,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297785,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297787,3.0,non-small cell lung carcinoma
