disease,category,mol_id,max_phase,efo_term
Colorectal Neoplasms,colorectal_cancer,CHEMBL1201657,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1201670,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1201585,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109643,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109642,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109503,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109293,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109589,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109506,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109680,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109435,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109477,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109322,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109343,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109576,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109679,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2108359,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109653,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2108683,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2107832,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1364,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1679,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1175,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1535,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL225072,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1487,1.0,colorectal adenocarcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL1496,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL554,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL941,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL481,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2110732,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL830,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL601,1.0,colorectal adenocarcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL553,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL300138,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1201766,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1908841,4.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1201479,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1200496,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1200689,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1567,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2017974,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2146883,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109389,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL502835,3.0,colorectal adenocarcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL502835,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3039558,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109384,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5314381,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109667,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3137331,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL521686,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2035187,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3137320,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL235668,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL65375,4.0,colorectal neoplasm
Colorectal Neoplasms,colorectal_cancer,CHEMBL65375,4.0,colorectal carcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL65375,4.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3137343,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3137345,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3301610,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3187723,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3301612,4.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3301587,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3545248,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297190,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3353410,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3545366,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3545307,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2109295,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3545131,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2402737,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3545259,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL64130,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5314386,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4213970,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3348923,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4303729,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3264002,2.0,colorectal adenocarcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL3264002,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3989870,1.0,colorectal carcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL4303201,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3334567,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL2396661,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL105442,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL52885,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4303214,4.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL507361,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3545027,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5314391,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3545110,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL274654,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3545414,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3647420,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3809489,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3545280,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3186534,3.0,colorectal adenocarcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL3186534,3.0,colorectal neoplasm
Colorectal Neoplasms,colorectal_cancer,CHEMBL3186534,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3707227,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3621988,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3833373,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL3990016,2.0,colorectal carcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL3990016,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL140,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL20684,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL449158,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL44,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL96172,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL15562,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL219568,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL407874,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL135626,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL166937,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297300,1.0,colorectal carcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL337450,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL120643,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL1905073,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297376,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL837,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL169896,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL405110,4.0,colorectal neoplasm
Colorectal Neoplasms,colorectal_cancer,CHEMBL1234270,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297636,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297571,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297690,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297570,1.0,colorectal neoplasm
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297570,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297715,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297721,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297723,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297784,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297785,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297787,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297828,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297829,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297840,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297843,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297844,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4740383,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297858,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297877,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297946,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297960,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297985,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4297993,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4298006,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4298085,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4298091,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4594456,2.0,colorectal adenocarcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL4594456,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4594495,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4594550,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4594562,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4594350,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4535757,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4650299,3.0,colorectal adenocarcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL4650387,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4650400,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4650419,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4650435,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4650483,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4650496,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4650827,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL4802172,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5095273,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5095277,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5095278,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5095280,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5095339,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5095352,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5095384,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5095385,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5314428,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5314570,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL5314998,2.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL20489,1.0,colorectal neoplasm
Colorectal Neoplasms,colorectal_cancer,CHEMBL5315122,2.0,colorectal carcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL6068392,1.0,colorectal adenocarcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL6068392,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL6068402,1.0,colorectal neoplasm
Colorectal Neoplasms,colorectal_cancer,CHEMBL6068451,1.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL6068291,2.0,colorectal neoplasm
Colorectal Neoplasms,colorectal_cancer,CHEMBL6068503,3.0,colorectal cancer
Colorectal Neoplasms,colorectal_cancer,CHEMBL6068555,1.0,colorectal adenocarcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL6068562,2.0,colorectal carcinoma
Colorectal Neoplasms,colorectal_cancer,CHEMBL6068592,3.0,colorectal adenocarcinoma
Melanoma,melanoma,CHEMBL1201438,4.0,metastatic melanoma
Melanoma,melanoma,CHEMBL467,4.0,melanoma
Melanoma,melanoma,CHEMBL1789844,4.0,melanoma
Melanoma,melanoma,CHEMBL2105704,1.0,metastatic melanoma
Melanoma,melanoma,CHEMBL428647,3.0,melanoma
Melanoma,melanoma,CHEMBL428647,3.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1229517,4.0,melanoma
Melanoma,melanoma,CHEMBL1789844,4.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1201560,3.0,melanoma
Melanoma,melanoma,CHEMBL3137343,4.0,melanoma
Melanoma,melanoma,CHEMBL1201576,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1229517,4.0,metastatic melanoma
Melanoma,melanoma,CHEMBL2105729,4.0,melanoma
Melanoma,melanoma,CHEMBL1201550,2.0,melanoma
Melanoma,melanoma,CHEMBL964,2.0,melanoma
Melanoma,melanoma,CHEMBL1642,2.0,melanoma
Melanoma,melanoma,CHEMBL1201561,4.0,melanoma
Melanoma,melanoma,CHEMBL1421,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL2108738,4.0,melanoma
Melanoma,melanoma,CHEMBL1282,2.0,melanoma
Melanoma,melanoma,CHEMBL2108738,4.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2108738,4.0,metastatic melanoma
Melanoma,melanoma,CHEMBL3137343,4.0,metastatic melanoma
Melanoma,melanoma,CHEMBL501867,1.0,melanoma
Melanoma,melanoma,CHEMBL1201583,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL957,2.0,melanoma
Melanoma,melanoma,CHEMBL2108508,3.0,melanoma
Melanoma,melanoma,CHEMBL1201558,4.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1201558,4.0,melanoma
Melanoma,melanoma,CHEMBL1200485,3.0,melanoma
Melanoma,melanoma,CHEMBL1421,2.0,melanoma
Melanoma,melanoma,CHEMBL744,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2364607,4.0,metastatic melanoma
Melanoma,melanoma,CHEMBL2105729,4.0,metastatic melanoma
Melanoma,melanoma,CHEMBL476,4.0,metastatic melanoma
Melanoma,melanoma,CHEMBL2105741,4.0,metastatic melanoma
Melanoma,melanoma,CHEMBL383322,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1201752,2.0,melanoma
Melanoma,melanoma,CHEMBL1201438,4.0,melanoma
Melanoma,melanoma,CHEMBL810,3.0,melanoma
Melanoma,melanoma,CHEMBL1200796,3.0,melanoma
Melanoma,melanoma,CHEMBL374478,1.0,melanoma
Melanoma,melanoma,CHEMBL476,4.0,melanoma
Melanoma,melanoma,CHEMBL11359,3.0,melanoma
Melanoma,melanoma,CHEMBL600,2.0,melanoma
Melanoma,melanoma,CHEMBL1201670,3.0,melanoma
Melanoma,melanoma,CHEMBL2108061,2.0,melanoma
Melanoma,melanoma,CHEMBL383322,2.0,melanoma
Melanoma,melanoma,CHEMBL3187723,4.0,metastatic melanoma
Melanoma,melanoma,CHEMBL2109416,1.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1201670,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1201438,4.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL810,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1201733,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL476,4.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL101253,2.0,melanoma
Melanoma,melanoma,CHEMBL109,1.0,melanoma
Melanoma,melanoma,CHEMBL3039523,1.0,melanoma
Melanoma,melanoma,CHEMBL848,3.0,melanoma
Melanoma,melanoma,CHEMBL522892,1.0,melanoma
Melanoma,melanoma,CHEMBL2107787,2.0,melanoma
Melanoma,melanoma,CHEMBL1201583,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1789844,4.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1201836,2.0,melanoma
Melanoma,melanoma,CHEMBL1743032,1.0,melanoma
Melanoma,melanoma,CHEMBL383322,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL852,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1614701,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL3187723,4.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2103840,1.0,melanoma
Melanoma,melanoma,CHEMBL2017974,2.0,melanoma
Melanoma,melanoma,CHEMBL2364659,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL11359,3.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1200796,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1743028,2.0,melanoma
Melanoma,melanoma,CHEMBL5314357,2.0,melanoma
Melanoma,melanoma,CHEMBL1289926,2.0,melanoma
Melanoma,melanoma,CHEMBL2108658,3.0,melanoma
Melanoma,melanoma,CHEMBL503,2.0,melanoma
Melanoma,melanoma,CHEMBL217092,2.0,melanoma
Melanoma,melanoma,CHEMBL2108494,2.0,melanoma
Melanoma,melanoma,CHEMBL5314357,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1908391,3.0,metastatic melanoma
Melanoma,melanoma,CHEMBL3348923,1.0,metastatic melanoma
Melanoma,melanoma,CHEMBL276711,2.0,melanoma
Melanoma,melanoma,CHEMBL1946170,2.0,melanoma
Melanoma,melanoma,CHEMBL1201668,1.0,melanoma
Melanoma,melanoma,CHEMBL1743085,2.0,melanoma
Melanoma,melanoma,CHEMBL1614701,2.0,melanoma
Melanoma,melanoma,CHEMBL2109608,3.0,melanoma
Melanoma,melanoma,CHEMBL2108658,3.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1671,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL428647,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2107832,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1972860,3.0,melanoma
Melanoma,melanoma,CHEMBL3137343,4.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1742982,3.0,melanoma
Melanoma,melanoma,CHEMBL852,3.0,melanoma
Melanoma,melanoma,CHEMBL1615025,1.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1431,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL810,3.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1201529,4.0,melanoma
Melanoma,melanoma,CHEMBL2108506,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL3301587,2.0,melanoma
Melanoma,melanoma,CHEMBL3545185,2.0,melanoma
Melanoma,melanoma,CHEMBL2028663,3.0,melanoma
Melanoma,melanoma,CHEMBL255863,2.0,melanoma
Melanoma,melanoma,CHEMBL2108727,4.0,melanoma
Melanoma,melanoma,CHEMBL535,2.0,melanoma
Melanoma,melanoma,CHEMBL2103879,2.0,melanoma
Melanoma,melanoma,CHEMBL2108506,3.0,melanoma
Melanoma,melanoma,CHEMBL2103793,2.0,melanoma
Melanoma,melanoma,CHEMBL535,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL377559,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL260046,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL255863,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL483254,1.0,melanoma
Melanoma,melanoma,CHEMBL289228,2.0,melanoma
Melanoma,melanoma,CHEMBL1231160,1.0,metastatic melanoma
Melanoma,melanoma,CHEMBL98,1.0,melanoma
Melanoma,melanoma,CHEMBL1536,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL384467,2.0,melanoma
Melanoma,melanoma,CHEMBL1096882,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1042,3.0,melanoma
Melanoma,melanoma,CHEMBL1908360,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL3545110,2.0,melanoma
Melanoma,melanoma,CHEMBL574737,2.0,melanoma
Melanoma,melanoma,CHEMBL55,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL3301612,4.0,melanoma
Melanoma,melanoma,CHEMBL2146883,3.0,melanoma
Melanoma,melanoma,CHEMBL558752,1.0,metastatic melanoma
Melanoma,melanoma,CHEMBL3813873,2.0,melanoma
Melanoma,melanoma,CHEMBL554,2.0,melanoma
Melanoma,melanoma,CHEMBL553025,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1201561,4.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2109417,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL4297163,1.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2108734,1.0,melanoma
Melanoma,melanoma,CHEMBL429876,2.0,melanoma
Melanoma,melanoma,CHEMBL109480,2.0,melanoma
Melanoma,melanoma,CHEMBL255863,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL2103875,3.0,melanoma
Melanoma,melanoma,CHEMBL1289601,3.0,melanoma
Melanoma,melanoma,CHEMBL1336,3.0,melanoma
Melanoma,melanoma,CHEMBL1200485,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1742982,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1742982,3.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1762621,2.0,melanoma
Melanoma,melanoma,CHEMBL2107855,2.0,melanoma
Melanoma,melanoma,CHEMBL27759,2.0,melanoma
Melanoma,melanoma,CHEMBL1743062,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1743062,2.0,melanoma
Melanoma,melanoma,CHEMBL2304041,2.0,melanoma
Melanoma,melanoma,CHEMBL1743087,1.0,melanoma
Melanoma,melanoma,CHEMBL2108705,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2108705,2.0,melanoma
Melanoma,melanoma,CHEMBL2105665,2.0,melanoma
Melanoma,melanoma,CHEMBL2108707,1.0,melanoma
Melanoma,melanoma,CHEMBL506871,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL428690,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1229517,4.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2105717,2.0,melanoma
Melanoma,melanoma,CHEMBL2028663,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2028663,3.0,metastatic melanoma
Melanoma,melanoma,CHEMBL2108727,4.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2105734,2.0,melanoma
Melanoma,melanoma,CHEMBL2103875,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL2103875,3.0,metastatic melanoma
Melanoma,melanoma,CHEMBL483254,1.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1873475,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1873475,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL1908360,2.0,metastatic melanoma
Melanoma,melanoma,CHEMBL374478,1.0,metastatic melanoma
Melanoma,melanoma,CHEMBL64391,1.0,metastatic melanoma
Melanoma,melanoma,CHEMBL77305,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL6067962,1.0,melanoma
Melanoma,melanoma,CHEMBL378544,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL378544,2.0,melanoma
Melanoma,melanoma,CHEMBL1232863,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1200711,1.0,melanoma
Melanoma,melanoma,CHEMBL1201010,2.0,melanoma
Melanoma,melanoma,CHEMBL1200981,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL5314346,1.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1554,2.0,melanoma
Melanoma,melanoma,CHEMBL11359,3.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL1642,2.0,cutaneous melanoma
Melanoma,melanoma,CHEMBL146428,1.0,melanoma
