gene,VDR_score,GR_score,log_VDR,log_GR,VDR_repro,GR_repro,VDR_dominant,status,pred_prob
RAF1,19.66,40.61,3.0281994636914926,3.72834052299485,0.4,0.4054054054054054,False,other,0.37177966355099357
NOS2,4.35,0.0,1.6770965609079151,0.0,0.2,0.1621621621621621,True,other,0.37116417541134206
EPHX2,12.61,0.0,2.6108048166633746,0.0,0.3,0.2162162162162162,True,other,0.3693982135252023
CHRM1,0.0,43.55,0.0,3.796612153916818,0.0,0.2432432432432432,False,other,0.3692944083407403
EGFR,11.86,370.19,2.554121718809473,5.916714060893994,0.2,0.4864864864864865,False,other,0.36788458495560944
GPR84,25.04,84.67,3.2596338173403683,4.4505027059759525,0.3,0.4594594594594595,False,other,0.36700564552845116
IFNG,0.0,2.58,0.0,1.275362800412609,0.0,0.1351351351351351,False,failed,0.3623712708533732
PTGER4,14.13,27.15,2.7166795278002644,3.3375473545856993,0.4,0.3783783783783784,False,other,0.36214654735770946
EPHA2,21.18,53.58,3.099190981922221,3.9996675152801924,0.4,0.4324324324324324,False,other,0.36082998745325745
IL5,6.02,123.29,1.9487632180377197,4.82261754475742,0.3,0.4054054054054054,False,approved,0.36007024917836267
CYP46A1,4.33,6.99,1.673351238177753,2.0781907597781832,0.1,0.2702702702702703,False,other,0.3598579439323932
PARP2,28.77,67.4,3.393501175027685,4.225372824628505,0.5,0.4594594594594595,False,other,0.3584906285882682
CACNA1B,0.0,0.0,0.0,0.0,0.0,0.081081081081081,False,other,0.3582360804381913
PTGER3,0.0,0.0,0.0,0.0,0.0,0.081081081081081,False,other,0.3582360804381913
FLT4,0.0,0.0,0.0,0.0,0.0,0.081081081081081,False,other,0.3582360804381913
DDR2,0.0,0.0,0.0,0.0,0.0,0.081081081081081,False,other,0.3582360804381913
ADAM17,18.4,195.86,2.9652730660692823,5.282492816201065,0.4,0.4864864864864865,False,other,0.3570904225444671
FDPS,31.62,28.96,3.4849255971928677,3.3998631586490187,0.4,0.4324324324324324,True,other,0.3562230750150004
PARP1,16.52,53.71,2.8633430855082453,4.002046508075734,0.2,0.4324324324324324,False,other,0.3525656147143073
CDK6,9.72,17.6,2.372111155642656,2.9231615807191558,0.4,0.3513513513513513,False,other,0.34951305126850984
HDAC6,0.0,15.02,0.0,2.7738379416402132,0.0,0.2162162162162162,False,other,0.3490682114915659
EDNRA,0.0,3.7,0.0,1.547562508716013,0.0,0.1621621621621621,False,other,0.34727955534275545
S1PR4,0.0,27.15,0.0,3.3375473545856993,0.1,0.2432432432432432,False,other,0.34467477170411526
NR1H4,2.4,0.0,1.2237754316221157,0.0,0.2,0.1621621621621621,True,other,0.34340700498996546
PTK2B,53.18,61.62,3.992311836656949,4.1370847158982595,0.3,0.5135135135135135,False,other,0.3413438653330892
PIKFYVE,32.2,33.04,3.502549875922443,3.5275363037051735,0.4,0.4594594594594595,False,other,0.3356711218384742
CDK5,20.19,115.98,3.0535293722802077,4.76200298001488,0.5,0.4864864864864865,False,other,0.33529182022188003
LCK,0.0,20.77,0.0,3.080532875246456,0.1,0.2432432432432432,False,other,0.3328765306453688
TNFSF11,0.0,0.0,0.0,0.0,0.0,0.1081081081081081,False,other,0.33076093525032807
TRAF3IP2,7.8,151.92,2.174751721484161,5.029914908828212,0.3,0.4594594594594595,False,other,0.32833445194495964
PTK2,21.61,43.0,3.1183922862898785,3.784189633918261,0.3,0.4594594594594595,False,other,0.32754366211745695
ROCK2,10.49,58.06,2.4414770918606643,4.078553876315777,0.5,0.4324324324324324,False,other,0.3220769013189964
CXCL8,10.92,133.41,2.4782176616372036,4.900894830083057,0.2,0.4864864864864865,False,other,0.3165365923762589
KEAP1,17.93,41.8,2.9407479652212314,3.756538102587751,0.6,0.4594594594594595,False,other,0.30746879860229887
EEF2,17.44,125.78,2.914522218128448,4.84245330085602,0.6,0.5135135135135135,False,other,0.3015643238918322
SLC12A3,7.35,40.15,2.122261538862764,3.717223927123079,0.2,0.4324324324324324,False,other,0.29653882684381794
CD80,11.29,0.0,2.5087859235779435,0.0,0.0,0.2972972972972973,True,other,0.2916149671216795
MAPK14,34.95,69.51,3.5821290841670557,4.25575454373095,0.5,0.5405405405405406,False,failed,0.29100040452881965
DNMT1,5.19,7.95,1.8229350866965048,2.191653532286764,0.3,0.3513513513513513,False,other,0.28815020952407144
AHR,0.0,67.78,0.0,4.23091300500412,0.0,0.3513513513513513,False,other,0.2822947745588944
TYMS,10.85,10.02,2.47232786758114,2.3997118037247684,0.4,0.4054054054054054,True,other,0.279859400851631
CFTR,0.0,0.0,0.0,0.0,0.1,0.1621621621621621,False,other,0.2766012982036296
TNFRSF4,0.0,193.04,0.0,5.268064323377016,0.0,0.4054054054054054,False,failed,0.27608097996240405
MAPK11,4.16,27.38,1.6409365794934714,3.3456846717318967,0.4,0.4054054054054054,False,other,0.2742708387395091
SELPLG,7.43,127.73,2.131796772013764,4.857717187671543,0.3,0.5135135135135135,False,other,0.26778086799287487
PPIA,17.44,7.85,2.914522218128448,2.180417459019838,0.5,0.4324324324324324,True,other,0.2675539716000963
XPO1,31.53,133.51,3.48216274048526,4.90163854572049,0.4,0.5945945945945946,False,other,0.26599117698025004
MAPKAPK5,12.14,67.51,2.5756610130564646,4.226979720014808,0.3,0.5135135135135135,False,other,0.265655880329418
TACR1,0.0,0.0,0.0,0.0,0.0,0.1891891891891892,False,other,0.2554226687231257
ARAF,7.72,80.65,2.1656192379208883,4.402441819416474,0.4,0.5135135135135135,False,other,0.24910384061952026
TNFSF13,15.47,48.73,2.801540544189549,3.906608372726647,0.5,0.5405405405405406,False,other,0.23679983512948502
GSR,40.43,160.48,3.7240052560893107,5.08438129598474,0.5,0.7027027027027027,False,other,0.19573492195410333
MAP3K8,21.09,12.13,3.095125017432026,2.574899688314705,0.3,0.5675675675675675,True,other,0.18843281147347096
IL1R1,5.72,333.19,1.9050881545350582,5.811709693511341,0.2,0.6486486486486487,False,other,0.18751269925092404
MAP2K1,31.2,348.07,3.4719664525503626,5.855272475156242,0.5,0.7567567567567568,False,other,0.1728096011035102
TNFSF4,3.38,22.64,1.4770487243883548,3.1629401925378975,0.5,0.5405405405405406,False,other,0.15762333543214885
