gene,disease,category,phase,mol_id,VDR_score,GR_score,VDR_dominant
HRH2,"Lupus Erythematosus, Systemic",autoimmune,1.0,CHEMBL902,26.08,45.03,False
CD28,"Lupus Erythematosus, Systemic",autoimmune,2.0,CHEMBL3137354,0.0,54.88,False
IL6,"Lupus Erythematosus, Systemic",autoimmune,2.0,CHEMBL6068160,3.51,56.98,False
TNF,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL1201580,36.86,19.49,True
PTGS2,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL118,6.62,3.24,True
TNF,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL1201572,36.86,19.49,True
TNF,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL1201581,36.86,19.49,True
CD86,"Spondylitis, Ankylosing",autoimmune,2.0,CHEMBL1201823,26.86,18.65,True
CD80,"Spondylitis, Ankylosing",autoimmune,2.0,CHEMBL1201823,11.29,0.0,True
IL17A,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL1743068,0.0,0.0,False
ALOX5,"Spondylitis, Ankylosing",autoimmune,2.0,CHEMBL421,3.77,14.06,False
TNF,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL1201833,36.86,19.49,True
TNF,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL1201831,36.86,19.49,True
IL6R,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL1237022,99.59,82.9,True
PTGS2,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL599,6.62,3.24,True
NR3C1,"Spondylitis, Ankylosing",autoimmune,2.0,CHEMBL650,56.91,9.43,True
NR3C1,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL2021430,56.91,9.43,True
NR3C1,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL635,56.91,9.43,True
NR3C1,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL131,56.91,9.43,True
NR3C1,"Spondylitis, Ankylosing",autoimmune,4.0,CHEMBL384467,56.91,9.43,True
IL17A,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL1743034,0.0,0.0,False
IL6R,"Spondylitis, Ankylosing",autoimmune,2.0,CHEMBL2108730,99.59,82.9,True
IL17RA,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL1742996,28.82,33.51,False
PTGS2,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL416146,6.62,3.24,True
DHFR,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL34259,33.89,42.56,False
PTGER3,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL606,0.0,0.0,False
MS4A1,"Spondylitis, Ankylosing",autoimmune,2.0,CHEMBL1201576,0.0,8.92,False
JAK3,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL3301607,10.18,31.66,False
JAK2,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL3301607,21.27,62.01,False
JAK1,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL3301607,12.81,85.48,False
TYK2,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL3301607,20.2,73.07,False
MAPK14,"Spondylitis, Ankylosing",autoimmune,2.0,CHEMBL1088750,34.95,69.51,False
CSF2,"Spondylitis, Ankylosing",autoimmune,2.0,CHEMBL1743044,20.08,203.2,False
IL17A,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL4297700,0.0,0.0,False
IL17F,"Spondylitis, Ankylosing",autoimmune,3.0,CHEMBL4297700,0.0,0.0,False
IL17A,"Spondylitis, Ankylosing",autoimmune,2.0,CHEMBL4298102,0.0,0.0,False
IL17A,"Spondylitis, Ankylosing",autoimmune,2.0,CHEMBL4297686,0.0,0.0,False
TNFSF13B,Multiple Sclerosis,autoimmune,2.0,CHEMBL1742986,0.0,0.0,False
TNFSF13,Multiple Sclerosis,autoimmune,2.0,CHEMBL1742986,15.47,48.73,False
PGR,Multiple Sclerosis,autoimmune,3.0,CHEMBL1476022,6.14,0.0,True
MS4A1,Multiple Sclerosis,autoimmune,4.0,CHEMBL1201836,0.0,8.92,False
SNAP25,Multiple Sclerosis,autoimmune,3.0,CHEMBL1201574,0.0,131.76,False
IL17A,Multiple Sclerosis,autoimmune,2.0,CHEMBL1743068,0.0,0.0,False
DHODH,Multiple Sclerosis,autoimmune,4.0,CHEMBL973,19.91,36.24,False
PDGFRB,Multiple Sclerosis,autoimmune,2.0,CHEMBL1642,0.0,30.47,False
KIT,Multiple Sclerosis,autoimmune,2.0,CHEMBL1642,21.29,137.44,False
ABL1,Multiple Sclerosis,autoimmune,2.0,CHEMBL1642,34.44,83.06,False
CA4,Multiple Sclerosis,autoimmune,2.0,CHEMBL20,19.63,10.22,True
CA1,Multiple Sclerosis,autoimmune,2.0,CHEMBL20,0.0,2.45,False
CA12,Multiple Sclerosis,autoimmune,2.0,CHEMBL20,20.55,19.07,True
CA2,Multiple Sclerosis,autoimmune,2.0,CHEMBL20,12.79,21.88,False
FAAH,Multiple Sclerosis,autoimmune,3.0,CHEMBL112,9.36,119.53,False
TRPV1,Multiple Sclerosis,autoimmune,3.0,CHEMBL112,0.0,0.0,False
VDR,Multiple Sclerosis,autoimmune,2.0,CHEMBL1042,30.94,15.24,True
NR3C1,Multiple Sclerosis,autoimmune,4.0,CHEMBL384467,56.91,9.43,True
SLC6A2,Multiple Sclerosis,autoimmune,2.0,CHEMBL612,0.0,0.0,False
SLC6A3,Multiple Sclerosis,autoimmune,2.0,CHEMBL612,0.0,7.65,False
ESR1,Multiple Sclerosis,autoimmune,3.0,CHEMBL135,0.0,18.72,False
CNR1,Multiple Sclerosis,autoimmune,2.0,CHEMBL465,22.58,49.88,False
SLC6A4,Multiple Sclerosis,autoimmune,3.0,CHEMBL1200328,4.7,0.0,True
SLC6A2,Multiple Sclerosis,autoimmune,3.0,CHEMBL1200328,0.0,0.0,False
ADRB2,Multiple Sclerosis,autoimmune,1.0,CHEMBL559180,14.51,48.38,False
HRH1,Multiple Sclerosis,autoimmune,1.0,CHEMBL998,140.89,65.51,True
DHFR,Multiple Sclerosis,autoimmune,3.0,CHEMBL34259,33.89,42.56,False
NR3C1,Multiple Sclerosis,autoimmune,4.0,CHEMBL1201081,56.91,9.43,True
NR3C1,Multiple Sclerosis,autoimmune,4.0,CHEMBL650,56.91,9.43,True
TOP2A,Multiple Sclerosis,autoimmune,4.0,CHEMBL1417019,7.79,94.71,False
NR3C1,Multiple Sclerosis,autoimmune,4.0,CHEMBL1152,56.91,9.43,True
NR3C1,Multiple Sclerosis,autoimmune,4.0,CHEMBL1201014,56.91,9.43,True
NR3C1,Multiple Sclerosis,autoimmune,4.0,CHEMBL635,56.91,9.43,True
HRH1,Multiple Sclerosis,autoimmune,3.0,CHEMBL17157,140.89,65.51,True
CA4,Multiple Sclerosis,autoimmune,2.0,CHEMBL220492,19.63,10.22,True
CA2,Multiple Sclerosis,autoimmune,2.0,CHEMBL220492,12.79,21.88,False
VDR,Multiple Sclerosis,autoimmune,3.0,CHEMBL1536,30.94,15.24,True
HRH1,Multiple Sclerosis,autoimmune,1.0,CHEMBL1200795,140.89,65.51,True
HRH1,Multiple Sclerosis,autoimmune,3.0,CHEMBL1200927,140.89,65.51,True
SLC6A3,Multiple Sclerosis,autoimmune,3.0,CHEMBL1373,0.0,7.65,False
HRH2,Multiple Sclerosis,autoimmune,3.0,CHEMBL1790041,26.08,45.03,False
HTR2A,Multiple Sclerosis,autoimmune,1.0,CHEMBL3188993,7.67,0.0,True
HTR2C,Multiple Sclerosis,autoimmune,1.0,CHEMBL3188993,0.0,0.0,False
DRD2,Multiple Sclerosis,autoimmune,1.0,CHEMBL3188993,0.0,3.32,False
NR3C1,Multiple Sclerosis,autoimmune,4.0,CHEMBL131,56.91,9.43,True
NR3C1,Multiple Sclerosis,autoimmune,4.0,CHEMBL1504,56.91,9.43,True
SLC6A2,Multiple Sclerosis,autoimmune,3.0,CHEMBL796,0.0,0.0,False
SLC6A3,Multiple Sclerosis,autoimmune,3.0,CHEMBL796,0.0,7.65,False
HMGCR,Multiple Sclerosis,autoimmune,3.0,CHEMBL1064,23.51,34.51,False
KEAP1,Multiple Sclerosis,autoimmune,4.0,CHEMBL2107333,17.93,41.8,False
MS4A1,Multiple Sclerosis,autoimmune,4.0,CHEMBL2108041,0.0,8.92,False
SLC6A3,Multiple Sclerosis,autoimmune,2.0,CHEMBL1201192,0.0,7.65,False
FGFR2,Multiple Sclerosis,autoimmune,1.0,CHEMBL1201821,5.13,13.28,False
CD86,Multiple Sclerosis,autoimmune,2.0,CHEMBL1201823,26.86,18.65,True
CD80,Multiple Sclerosis,autoimmune,2.0,CHEMBL1201823,11.29,0.0,True
TNFSF13B,Multiple Sclerosis,autoimmune,2.0,CHEMBL1789843,0.0,0.0,False
CD52,Multiple Sclerosis,autoimmune,4.0,CHEMBL1201587,9.65,0.0,True
IL1R1,Multiple Sclerosis,autoimmune,1.0,CHEMBL1201570,5.72,333.19,False
MC2R,Multiple Sclerosis,autoimmune,4.0,CHEMBL1201610,0.0,111.82,False
CSF3R,Multiple Sclerosis,autoimmune,1.0,CHEMBL1201567,137.23,31.13,True
IGF1R,Multiple Sclerosis,autoimmune,2.0,CHEMBL1201716,13.29,64.15,False
MS4A1,Multiple Sclerosis,autoimmune,3.0,CHEMBL1201576,0.0,8.92,False
CD19,Multiple Sclerosis,autoimmune,1.0,CHEMBL2109334,83.95,15.34,True
CSF2,Multiple Sclerosis,autoimmune,1.0,CHEMBL2109433,20.08,203.2,False
MS4A1,Multiple Sclerosis,autoimmune,3.0,CHEMBL2108354,0.0,8.92,False
KIT,Multiple Sclerosis,autoimmune,3.0,CHEMBL1908391,21.29,137.44,False
FGFR3,Multiple Sclerosis,autoimmune,3.0,CHEMBL1908391,21.59,21.82,False
S1PR1,Multiple Sclerosis,autoimmune,4.0,CHEMBL2336071,6.26,29.35,False
CCR2,Multiple Sclerosis,autoimmune,2.0,CHEMBL3707228,7.74,6.95,True
S1PR1,Multiple Sclerosis,autoimmune,4.0,CHEMBL3707246,6.26,29.35,False
S1PR5,Multiple Sclerosis,autoimmune,3.0,CHEMBL3707247,5.07,15.94,False
S1PR1,Multiple Sclerosis,autoimmune,4.0,CHEMBL1096146,6.26,29.35,False
KEAP1,Multiple Sclerosis,autoimmune,4.0,CHEMBL3989944,17.93,41.8,False
BTK,Multiple Sclerosis,autoimmune,3.0,CHEMBL4072833,209.73,65.13,True
BTK,Multiple Sclerosis,autoimmune,3.0,CHEMBL4065122,209.73,65.13,True
DHODH,Multiple Sclerosis,autoimmune,3.0,CHEMBL197194,19.91,36.24,False
S1PR1,Multiple Sclerosis,autoimmune,4.0,CHEMBL4298150,6.26,29.35,False
KEAP1,Multiple Sclerosis,autoimmune,4.0,CHEMBL589586,17.93,41.8,False
TNFRSF13C,Multiple Sclerosis,autoimmune,2.0,CHEMBL4594357,0.0,104.09,False
BTK,Multiple Sclerosis,autoimmune,3.0,CHEMBL4650323,209.73,65.13,True
PTGS2,Multiple Sclerosis,autoimmune,2.0,CHEMBL118,6.62,3.24,True
HRH1,Multiple Sclerosis,autoimmune,3.0,CHEMBL1172,140.89,65.51,True
PPARA,Multiple Sclerosis,autoimmune,1.0,CHEMBL457,16.37,15.95,True
CNR1,Multiple Sclerosis,autoimmune,2.0,CHEMBL190461,22.58,49.88,False
BTK,Multiple Sclerosis,autoimmune,2.0,CHEMBL4650485,209.73,65.13,True
TNF,Dermatomyositis,autoimmune,2.0,CHEMBL1201572,36.86,19.49,True
NR3C1,Dermatomyositis,autoimmune,4.0,CHEMBL131,56.91,9.43,True
NR3C1,Dermatomyositis,autoimmune,4.0,CHEMBL635,56.91,9.43,True
NR3C1,Dermatomyositis,autoimmune,4.0,CHEMBL1650,56.91,9.43,True
CD86,Dermatomyositis,autoimmune,3.0,CHEMBL1201823,26.86,18.65,True
CD80,Dermatomyositis,autoimmune,3.0,CHEMBL1201823,11.29,0.0,True
PPIA,Dermatomyositis,autoimmune,3.0,CHEMBL160,17.44,7.85,True
DHFR,Dermatomyositis,autoimmune,3.0,CHEMBL34259,33.89,42.56,False
NR3C1,Dermatomyositis,autoimmune,3.0,CHEMBL650,56.91,9.43,True
IL6R,Dermatomyositis,autoimmune,2.0,CHEMBL1237022,99.59,82.9,True
IL1R1,Dermatomyositis,autoimmune,2.0,CHEMBL1201570,5.72,333.19,False
MC2R,Dermatomyositis,autoimmune,2.0,CHEMBL1201610,0.0,111.82,False
TNF,Dermatomyositis,autoimmune,2.0,CHEMBL1201581,36.86,19.49,True
MS4A1,Dermatomyositis,autoimmune,2.0,CHEMBL1201576,0.0,8.92,False
S1PR1,Dermatomyositis,autoimmune,2.0,CHEMBL2336071,6.26,29.35,False
TLR8,Dermatomyositis,autoimmune,2.0,CHEMBL4297995,0.0,0.0,False
TLR9,Dermatomyositis,autoimmune,2.0,CHEMBL4297995,9.84,44.51,False
TLR7,Dermatomyositis,autoimmune,2.0,CHEMBL4297995,0.0,3.51,False
JAK1,Dermatomyositis,autoimmune,3.0,CHEMBL2105759,12.81,85.48,False
JAK2,Dermatomyositis,autoimmune,3.0,CHEMBL2105759,21.27,62.01,False
JAK1,Dermatomyositis,autoimmune,3.0,CHEMBL4297477,12.81,85.48,False
TYK2,Dermatomyositis,autoimmune,3.0,CHEMBL4297477,20.2,73.07,False
TLR8,Dermatomyositis,autoimmune,2.0,CHEMBL4802159,0.0,0.0,False
TLR7,Dermatomyositis,autoimmune,2.0,CHEMBL4802159,0.0,3.51,False
NR3C1,"Dermatitis, Atopic",skin,2.0,CHEMBL632,56.91,9.43,True
PPIA,"Dermatitis, Atopic",skin,3.0,CHEMBL160,17.44,7.85,True
FKBP1A,"Dermatitis, Atopic",skin,4.0,CHEMBL1200686,10.99,52.01,False
NR3C1,"Dermatitis, Atopic",skin,2.0,CHEMBL1161,56.91,9.43,True
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL1201109,56.91,9.43,True
NR3C1,"Dermatitis, Atopic",skin,3.0,CHEMBL1497,56.91,9.43,True
NR3C1,"Dermatitis, Atopic",skin,1.0,CHEMBL1159650,56.91,9.43,True
DHFR,"Dermatitis, Atopic",skin,3.0,CHEMBL34259,33.89,42.56,False
SLC6A4,"Dermatitis, Atopic",skin,1.0,CHEMBL1201156,4.7,0.0,True
SLC6A2,"Dermatitis, Atopic",skin,1.0,CHEMBL1201156,0.0,0.0,False
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL131,56.91,9.43,True
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL1650,56.91,9.43,True
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL635,56.91,9.43,True
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL384467,56.91,9.43,True
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL2021430,56.91,9.43,True
IGHE,"Dermatitis, Atopic",skin,1.0,CHEMBL1201589,3.22,11.14,False
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL1473,56.91,9.43,True
IL13,"Dermatitis, Atopic",skin,4.0,CHEMBL1743035,3.31,99.09,False
IGHE,"Dermatitis, Atopic",skin,2.0,CHEMBL2109457,3.22,11.14,False
NR3C1,"Dermatitis, Atopic",skin,2.0,CHEMBL2103876,56.91,9.43,True
PTGDR2,"Dermatitis, Atopic",skin,2.0,CHEMBL3137332,5.28,3.67,True
PTGDR2,"Dermatitis, Atopic",skin,2.0,CHEMBL560993,5.28,3.67,True
NR3C1,"Dermatitis, Atopic",skin,1.0,CHEMBL1200384,56.91,9.43,True
VDR,"Dermatitis, Atopic",skin,2.0,CHEMBL1042,30.94,15.24,True
IL22,"Dermatitis, Atopic",skin,2.0,CHEMBL1743017,0.0,0.0,False
IL17A,"Dermatitis, Atopic",skin,2.0,CHEMBL1743068,0.0,0.0,False
IL4R,"Dermatitis, Atopic",skin,4.0,CHEMBL2108675,24.75,50.92,False
NR3C1,"Dermatitis, Atopic",skin,2.0,CHEMBL1451,56.91,9.43,True
TRPV1,"Dermatitis, Atopic",skin,3.0,CHEMBL3707398,0.0,0.0,False
NTRK1,"Dermatitis, Atopic",skin,2.0,CHEMBL4297182,10.46,79.17,False
TACR1,"Dermatitis, Atopic",skin,2.0,CHEMBL105060,0.0,0.0,False
HRH4,"Dermatitis, Atopic",skin,2.0,CHEMBL1915540,6.54,0.0,True
IL13,"Dermatitis, Atopic",skin,4.0,CHEMBL1743081,3.31,99.09,False
JAK1,"Dermatitis, Atopic",skin,4.0,CHEMBL3655081,12.81,85.48,False
JAK1,"Dermatitis, Atopic",skin,3.0,CHEMBL2105759,12.81,85.48,False
JAK2,"Dermatitis, Atopic",skin,3.0,CHEMBL2105759,21.27,62.01,False
VDR,"Dermatitis, Atopic",skin,2.0,CHEMBL1200666,30.94,15.24,True
NR3C1,"Dermatitis, Atopic",skin,2.0,CHEMBL1091,56.91,9.43,True
NR3C1,"Dermatitis, Atopic",skin,2.0,CHEMBL1200908,56.91,9.43,True
HRH1,"Dermatitis, Atopic",skin,1.0,CHEMBL998,140.89,65.51,True
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL1683,56.91,9.43,True
TACR1,"Dermatitis, Atopic",skin,3.0,CHEMBL3544984,0.0,0.0,False
TSLP,"Dermatitis, Atopic",skin,2.0,CHEMBL3707229,23.96,3.11,True
HRH2,"Dermatitis, Atopic",skin,3.0,CHEMBL30,26.08,45.03,False
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL389621,56.91,9.43,True
NR3C1,"Dermatitis, Atopic",skin,2.0,CHEMBL1501,56.91,9.43,True
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL650,56.91,9.43,True
IGHE,"Dermatitis, Atopic",skin,1.0,CHEMBL2109452,3.22,11.14,False
INPP5D,"Dermatitis, Atopic",skin,2.0,CHEMBL3989954,179.9,33.08,True
AHR,"Dermatitis, Atopic",skin,3.0,CHEMBL259571,0.0,67.78,False
CNR2,"Dermatitis, Atopic",skin,2.0,CHEMBL2019090,39.16,29.54,True
JAK1,"Dermatitis, Atopic",skin,2.0,CHEMBL4297477,12.81,85.48,False
TYK2,"Dermatitis, Atopic",skin,2.0,CHEMBL4297477,20.2,73.07,False
IL31RA,"Dermatitis, Atopic",skin,3.0,CHEMBL4297794,6.13,59.84,False
NR3C1,"Dermatitis, Atopic",skin,2.0,CHEMBL1504,56.91,9.43,True
IL1A,"Dermatitis, Atopic",skin,2.0,CHEMBL2109653,75.78,18.7,True
S1PR1,"Dermatitis, Atopic",skin,2.0,CHEMBL3358920,6.26,29.35,False
IL33,"Dermatitis, Atopic",skin,2.0,CHEMBL4297580,0.0,3.73,False
SYK,"Dermatitis, Atopic",skin,2.0,CHEMBL4594275,55.92,6.88,True
TNFRSF4,"Dermatitis, Atopic",skin,2.0,CHEMBL4594546,0.0,193.04,False
TNFRSF4,"Dermatitis, Atopic",skin,3.0,CHEMBL4594567,0.0,193.04,False
TNFSF4,"Dermatitis, Atopic",skin,3.0,CHEMBL4594569,3.38,22.64,False
IL33,"Dermatitis, Atopic",skin,2.0,CHEMBL4594594,0.0,3.73,False
IL5RA,"Dermatitis, Atopic",skin,2.0,CHEMBL1742991,20.35,61.24,False
IL33,"Dermatitis, Atopic",skin,2.0,CHEMBL4650487,0.0,3.73,False
JAK1,"Dermatitis, Atopic",skin,1.0,CHEMBL1795071,12.81,85.48,False
JAK2,"Dermatitis, Atopic",skin,1.0,CHEMBL1795071,21.27,62.01,False
CHRM3,"Dermatitis, Atopic",skin,4.0,CHEMBL2134724,11.74,0.0,True
SLC6A2,"Dermatitis, Atopic",skin,4.0,CHEMBL1628234,0.0,0.0,False
HRH1,"Dermatitis, Atopic",skin,4.0,CHEMBL1200750,140.89,65.51,True
NR3C1,"Dermatitis, Atopic",skin,4.0,CHEMBL989,56.91,9.43,True
SIGLEC8,"Dermatitis, Atopic",skin,2.0,CHEMBL4297878,15.57,0.0,True
BTK,"Dermatitis, Atopic",skin,2.0,CHEMBL3702854,209.73,65.13,True
FKBP1A,"Dermatitis, Atopic",skin,4.0,CHEMBL3989887,10.99,52.01,False
TNF,Psoriasis,skin,4.0,CHEMBL1201580,36.86,19.49,True
CD2,Psoriasis,skin,3.0,CHEMBL1201571,0.0,12.29,False
VDR,Psoriasis,skin,4.0,CHEMBL1200666,30.94,15.24,True
VDR,Psoriasis,skin,4.0,CHEMBL846,30.94,15.24,True
NR3C1,Psoriasis,skin,4.0,CHEMBL1159650,56.91,9.43,True
VDR,Psoriasis,skin,2.0,CHEMBL1200810,30.94,15.24,True
TNF,Psoriasis,skin,4.0,CHEMBL1201572,36.86,19.49,True
TNF,Psoriasis,skin,4.0,CHEMBL1201581,36.86,19.49,True
PPIA,Psoriasis,skin,4.0,CHEMBL160,17.44,7.85,True
NR3C1,Psoriasis,skin,4.0,CHEMBL1200908,56.91,9.43,True
DHFR,Psoriasis,skin,4.0,CHEMBL34259,33.89,42.56,False
NR3C1,Psoriasis,skin,2.0,CHEMBL1161,56.91,9.43,True
SLC6A4,Psoriasis,skin,2.0,CHEMBL1201156,4.7,0.0,True
SLC6A2,Psoriasis,skin,2.0,CHEMBL1201156,0.0,0.0,False
IL17A,Psoriasis,skin,4.0,CHEMBL1743068,0.0,0.0,False
NR3C1,Psoriasis,skin,3.0,CHEMBL632,56.91,9.43,True
DRD2,Psoriasis,skin,2.0,CHEMBL1200854,0.0,3.32,False
NR3C1,Psoriasis,skin,4.0,CHEMBL1766,56.91,9.43,True
NR3C1,Psoriasis,skin,4.0,CHEMBL1200384,56.91,9.43,True
KEAP1,Psoriasis,skin,4.0,CHEMBL2107333,17.93,41.8,False
NR3C1,Psoriasis,skin,4.0,CHEMBL384467,56.91,9.43,True
NR3C1,Psoriasis,skin,4.0,CHEMBL635,56.91,9.43,True
NR3C1,Psoriasis,skin,4.0,CHEMBL2021430,56.91,9.43,True
NR3C1,Psoriasis,skin,4.0,CHEMBL131,56.91,9.43,True
VDR,Psoriasis,skin,3.0,CHEMBL3989862,30.94,15.24,True
TNF,Psoriasis,skin,3.0,CHEMBL1201831,36.86,19.49,True
IL17A,Psoriasis,skin,4.0,CHEMBL1743034,0.0,0.0,False
CD86,Psoriasis,skin,2.0,CHEMBL1201823,26.86,18.65,True
CD80,Psoriasis,skin,2.0,CHEMBL1201823,11.29,0.0,True
MAPK14,Psoriasis,skin,2.0,CHEMBL1230065,34.95,69.51,False
PPP3CA,Psoriasis,skin,3.0,CHEMBL5314379,141.59,11.37,True
CD2,Psoriasis,skin,2.0,CHEMBL2108742,0.0,12.29,False
S1PR1,Psoriasis,skin,2.0,CHEMBL1096146,6.26,29.35,False
JAK1,Psoriasis,skin,2.0,CHEMBL3301606,12.81,85.48,False
CD3E,Psoriasis,skin,1.0,CHEMBL1743078,0.0,14.1,False
IL1A,Psoriasis,skin,2.0,CHEMBL2109653,75.78,18.7,True
CSF2,Psoriasis,skin,2.0,CHEMBL1743044,20.08,203.2,False
MAP3K1,Psoriasis,skin,2.0,CHEMBL1097999,13.84,101.77,False
MAP2K1,Psoriasis,skin,2.0,CHEMBL1097999,31.2,348.07,False
KIT,Psoriasis,skin,2.0,CHEMBL1908391,21.29,137.44,False
FGFR3,Psoriasis,skin,2.0,CHEMBL1908391,21.59,21.82,False
DRD2,Psoriasis,skin,2.0,CHEMBL1200951,0.0,3.32,False
IL22,Psoriasis,skin,1.0,CHEMBL1743017,0.0,0.0,False
JAK1,Psoriasis,skin,2.0,CHEMBL2105759,12.81,85.48,False
JAK2,Psoriasis,skin,2.0,CHEMBL2105759,21.27,62.01,False
FLT3,Psoriasis,skin,2.0,CHEMBL603469,8.72,45.79,False
NTRK1,Psoriasis,skin,2.0,CHEMBL603469,10.46,79.17,False
JAK2,Psoriasis,skin,2.0,CHEMBL603469,21.27,62.01,False
NTRK2,Psoriasis,skin,2.0,CHEMBL603469,4.45,0.0,True
RET,Psoriasis,skin,2.0,CHEMBL603469,3.91,27.19,False
NTRK3,Psoriasis,skin,2.0,CHEMBL603469,0.0,10.04,False
IL17RA,Psoriasis,skin,4.0,CHEMBL1742996,28.82,33.51,False
CYP26A1,Psoriasis,skin,2.0,CHEMBL459505,5.39,9.63,False
HRH2,Psoriasis,skin,1.0,CHEMBL902,26.08,45.03,False
NR3C1,Psoriasis,skin,1.0,CHEMBL1497,56.91,9.43,True
NTRK1,Psoriasis,skin,2.0,CHEMBL4297182,10.46,79.17,False
IL15,Psoriasis,skin,2.0,CHEMBL2109467,31.5,27.81,True
HRH4,Psoriasis,skin,2.0,CHEMBL1915540,6.54,0.0,True
VDR,Psoriasis,skin,2.0,CHEMBL2104955,30.94,15.24,True
JAK1,Psoriasis,skin,2.0,CHEMBL3655081,12.81,85.48,False
VDR,Psoriasis,skin,2.0,CHEMBL2105705,30.94,15.24,True
NR3C1,Psoriasis,skin,1.0,CHEMBL2103876,56.91,9.43,True
VDR,Psoriasis,skin,2.0,CHEMBL1042,30.94,15.24,True
NR3C1,Psoriasis,skin,1.0,CHEMBL1200386,56.91,9.43,True
MAPK14,Psoriasis,skin,2.0,CHEMBL103667,34.95,69.51,False
PTH1R,Psoriasis,skin,1.0,CHEMBL2108078,47.2,234.52,False
IFNG,Psoriasis,skin,1.0,CHEMBL2109450,0.0,2.58,False
JAK1,Psoriasis,skin,2.0,CHEMBL3622820,12.81,85.48,False
SNAP25,Psoriasis,skin,1.0,CHEMBL1201574,0.0,131.76,False
NR3C1,Psoriasis,skin,4.0,CHEMBL389621,56.91,9.43,True
NR3C1,Psoriasis,skin,1.0,CHEMBL1683,56.91,9.43,True
NR3C1,Psoriasis,skin,2.0,CHEMBL1451,56.91,9.43,True
PTH1R,Psoriasis,skin,2.0,CHEMBL1201549,47.2,234.52,False
CD4,Psoriasis,skin,2.0,CHEMBL1743083,0.0,0.0,False
CD28,Psoriasis,skin,1.0,CHEMBL2109250,0.0,54.88,False
ICOSLG,Psoriasis,skin,1.0,CHEMBL2109249,0.0,0.0,False
CASP1,Psoriasis,skin,2.0,CHEMBL2107819,0.0,0.0,False
IL20,Psoriasis,skin,1.0,CHEMBL3301580,0.0,30.05,False
ADORA3,Psoriasis,skin,3.0,CHEMBL3989873,43.73,24.52,True
AHR,Psoriasis,skin,4.0,CHEMBL259571,0.0,67.78,False
CD40,Psoriasis,skin,2.0,CHEMBL3990028,4.92,18.96,False
EGFR,Psoriasis,skin,2.0,CHEMBL2087361,11.86,370.19,False
CD14,Psoriasis,skin,2.0,CHEMBL4297333,207.55,155.41,True
TLR2,Psoriasis,skin,2.0,CHEMBL4297333,11.37,12.71,False
SIRT1,Psoriasis,skin,2.0,CHEMBL4297436,41.02,239.18,False
JAK1,Psoriasis,skin,2.0,CHEMBL4297477,12.81,85.48,False
TYK2,Psoriasis,skin,2.0,CHEMBL4297477,20.2,73.07,False
IL17A,Psoriasis,skin,2.0,CHEMBL4297686,0.0,0.0,False
IL17A,Psoriasis,skin,4.0,CHEMBL4297700,0.0,0.0,False
IL17F,Psoriasis,skin,4.0,CHEMBL4297700,0.0,0.0,False
SELPLG,Psoriasis,skin,2.0,CHEMBL4297861,7.43,127.73,False
IL17A,Psoriasis,skin,1.0,CHEMBL4297926,0.0,0.0,False
LGALS3,Psoriasis,skin,2.0,CHEMBL4297577,2.41,34.77,False
IL17A,Psoriasis,skin,2.0,CHEMBL4298023,0.0,0.0,False
IL17F,Psoriasis,skin,2.0,CHEMBL4298023,0.0,0.0,False
IL17A,Psoriasis,skin,3.0,CHEMBL4298102,0.0,0.0,False
NR3C1,Psoriasis,skin,0.5,CHEMBL1501,56.91,9.43,True
PIK3CD,Psoriasis,skin,1.0,CHEMBL4297648,13.67,23.02,False
